"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US22019","Calcasieu Parish, Louisiana","74757","836","44045","1427","73.6","0.6","51118","1668","23.3","0.6","28698","1520","0.4","0.2","60741","24777","1.0","0.2","47396","14983","0.0","0.1","-","**","0.4","0.1","25833","31126","1.2","0.3","30179","10691","2.2","0.3","43283","4553","71.9","0.6","51325","1713","5.3","0.5","22100","4855","32.9","0.7","50444","2419","39.9","0.6","54284","2602","22.0","0.5","29936","1436","51129","1045","55370","1934","45.1","1.2","53921","2440","54.9","1.2","56692","2346","68.3","1.5","74463","2603","23.7","1.3","24112","1286","8.0","1.0","45728","6002","23628","915","24359","1724","54.6","2.0","20959","1433","47.7","2.1","19206","987","7.0","1.5","36821","4816","45.4","2.0","30043","3493","36.7","2.0","26949","2535","8.7","1.5","41825","4273","35.9","(X)","(X)","(X)","37.7","(X)","(X)","(X)","30.7","(X)","(X)","(X)",
"0500000US22021","Caldwell Parish, Louisiana","3851","190","36792","4780","80.4","2.4","43728","6029","17.9","2.4","18500","4100","1.1","1.3","-","**","0.1","0.2","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.5","0.6","56136","20381","1.9","0.9","56591","89364","78.8","2.6","43224","6430","3.3","2.3","34604","60878","31.5","3.1","46746","5245","38.0","2.6","39354","5387","27.2","2.1","23458","6024","2547","187","46867","3228","37.2","4.7","49557","6045","62.8","4.7","45854","2532","69.8","5.2","57017","7046","19.2","4.5","18197","2832","11.0","3.8","31364","26422","1304","199","16259","1694","57.7","6.9","14611","2130","57.1","6.9","14459","2167","0.7","0.9","-","**","42.3","6.9","23281","10129","33.7","7.3","22875","9988","8.5","5.6","73750","99479","24.1","(X)","(X)","(X)","25.5","(X)","(X)","(X)","16.8","(X)","(X)","(X)",
"0500000US22023","Cameron Parish, Louisiana","2577","128","64129","4306","98.5","1.0","64234","4599","1.5","1.0","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.0","1.3","-","**","2.5","2.6","73750","140450","96.0","2.7","64032","4026","2.5","3.0","-","**","27.9","3.0","64863","19177","44.0","3.3","66208","7497","25.6","3.3","41645","11357","1966","160","71743","4885","39.5","6.0","77188","29663","60.5","6.0","66667","10498","86.7","5.8","74814","7451","8.5","4.5","25967","1701","4.8","2.8","86250","44376","611","146","40179","33582","65.0","9.0","27067","32060","62.4","9.6","27411","35785","2.6","3.2","-","**","35.0","9.0","43750","33575","21.4","10.0","60417","34260","13.6","11.2","7207","67508","23.2","(X)","(X)","(X)","25.6","(X)","(X)","(X)","15.5","(X)","(X)","(X)",
"0500000US22025","Catahoula Parish, Louisiana","3786","180","35093","5309","73.4","2.3","44618","5055","25.3","2.1","20533","3584","0.3","0.4","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.1","0.2","-","**","1.0","0.7","40625","44524","1.0","0.6","14861","39936","72.5","2.3","45000","5312","2.2","1.2","20139","6614","27.7","2.8","53281","15373","43.5","3.2","41424","7241","26.5","2.6","26597","2139","2656","197","47594","5071","37.2","3.8","54656","13248","62.8","3.8","40913","8732","70.0","4.8","57891","5700","18.9","4.1","27284","6367","11.1","4.0","26536","18976","1130","166","14545","2108","58.3","7.6","14422","2037","53.0","7.4","13998","1705","5.3","2.9","35714","33312","41.7","7.6","14818","13179","39.9","7.4","14297","9961","1.8","1.7","-","**","32.1","(X)","(X)","(X)","33.4","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"0500000US22027","Claiborne Parish, Louisiana","5677","263","34216","2198","52.8","2.2","48182","4985","45.0","2.3","20072","2578","0.4","0.4","50938","77728","0.0","0.6","-","**","0.0","0.6","-","**","0.0","0.6","-","**","1.7","0.8","39531","28690","0.0","0.1","-","**","52.8","2.2","48220","4987","3.2","1.3","25313","23449","23.2","3.0","42868","11549","41.8","2.8","37628","6294","31.8","2.4","29630","2401","3530","232","42558","3004","32.4","3.6","31750","9677","67.6","3.6","44922","3674","61.4","4.1","55222","7596","28.8","3.5","20923","5059","9.8","3.1","34306","12288","2147","215","19614","5298","51.7","5.2","17930","2772","50.0","5.4","17461","2485","1.8","1.2","45833","36260","48.3","5.2","24688","10141","44.0","5.0","21184","12511","4.3","2.5","46250","33579","41.1","(X)","(X)","(X)","45.9","(X)","(X)","(X)","31.6","(X)","(X)","(X)",
"0500000US22029","Concordia Parish, Louisiana","7767","269","29824","2583","60.8","1.6","44223","6274","38.1","1.6","17447","3284","0.4","0.3","23214","33130","0.1","0.1","-","**","0.0","0.4","-","**","0.1","0.1","-","**","0.5","0.4","11979","37883","0.5","0.4","56121","953","60.4","1.6","43841","6524","5.0","1.6","13919","5071","29.7","2.0","33197","5771","40.3","2.0","32265","4262","25.0","1.5","27235","3253","5408","312","38171","5162","44.1","3.2","31134","4708","55.9","3.2","44693","5531","59.5","3.8","55045","4566","32.6","3.6","17465","3593","7.9","2.6","32212","20287","2359","263","14889","2272","52.2","6.2","16702","4696","49.1","6.2","16286","3515","3.1","1.6","29375","20280","47.8","6.2","13925","1691","43.7","5.7","13429","1444","4.2","2.5","55982","11592","33.8","(X)","(X)","(X)","32.1","(X)","(X)","(X)","33.9","(X)","(X)","(X)",
"0500000US22031","De Soto Parish, Louisiana","10172","298","41486","2869","59.4","1.7","55575","4579","38.4","1.5","23295","4672","0.9","0.5","59500","45416","0.1","0.1","71250","131322","0.0","0.3","-","**","0.5","0.3","28871","821","0.6","0.4","48947","71616","1.5","0.6","28468","22177","58.9","1.7","55625","4490","3.9","1.1","20395","11994","28.1","1.7","47561","9019","40.6","1.8","50057","5078","27.5","1.7","32927","4049","7188","293","52382","6122","43.6","2.7","42453","5223","56.4","2.7","58883","4841","66.2","3.4","73499","3749","27.2","3.2","21711","4085","6.6","1.9","32464","15447","2984","289","18525","1599","53.5","4.0","18700","1849","46.0","5.1","17349","1718","7.5","3.2","31211","15791","46.5","4.0","18143","4178","41.8","3.5","17407","3052","4.7","2.7","34063","29586","38.0","(X)","(X)","(X)","41.0","(X)","(X)","(X)","29.2","(X)","(X)","(X)",
"0500000US22033","East Baton Rouge Parish, Louisiana","168534","1174","48535","1049","53.3","0.5","65755","1509","42.2","0.5","34430","1222","0.2","0.1","43363","14679","2.5","0.2","57826","6067","0.0","0.1","-","**","0.6","0.1","43648","14399","1.2","0.2","39688","8299","3.1","0.2","51404","4838","51.0","0.5","66540","1502","8.9","0.5","17896","1913","35.0","0.6","52244","1503","36.9","0.5","62374","2071","19.3","0.4","41229","1401","103429","1402","63451","1627","42.3","1.0","53429","1838","57.7","1.0","69958","1852","63.7","0.9","86117","1738","28.0","0.8","30889","1481","8.3","0.7","44440","2910","65105","1481","30576","962","53.3","1.2","26350","1060","44.7","1.3","24409","1167","8.6","0.7","39494","5582","46.7","1.2","36657","2203","35.2","1.1","35966","2652","11.5","0.9","38744","4422","41.4","(X)","(X)","(X)","42.6","(X)","(X)","(X)","38.5","(X)","(X)","(X)",
"0500000US22035","East Carroll Parish, Louisiana","2592","214","24947","4817","33.3","3.4","39342","10840","65.3","3.4","17772","2688","0.0","1.2","-","**","0.4","0.7","-","**","0.0","1.2","-","**","0.0","1.2","-","**","1.0","1.4","-","**","1.3","1.4","-","**","32.7","3.3","38355","9311","4.6","3.7","10469","17598","32.9","4.8","21696","6164","34.2","3.5","28438","7087","28.2","2.9","26021","5593","1683","170","29226","2850","41.5","6.2","21023","4746","58.5","6.2","34489","3022","52.6","7.3","37930","5821","40.4","6.2","16316","4196","7.0","3.4","14286","31869","909","169","15104","2291","49.6","12.6","15808","2397","49.3","12.6","15854","2295","0.3","0.9","-","**","50.4","12.6","13962","3591","43.8","10.4","12547","2496","6.6","6.1","26552","18688","31.5","(X)","(X)","(X)","38.5","(X)","(X)","(X)","13.1","(X)","(X)","(X)",
"0500000US22037","East Feliciana Parish, Louisiana","6909","325","46220","3046","58.4","2.2","53973","6411","39.9","2.2","33974","5255","0.1","0.1","-","**","0.3","0.5","-","**","0.0","0.5","-","**","0.0","0.5","-","**","1.2","0.6","28125","61588","0.7","0.9","-","**","57.8","2.3","54085","6321","2.4","1.5","32526","8396","25.8","3.0","51061","9695","47.1","2.3","49733","3936","24.7","2.1","32686","4883","4952","312","54192","4656","35.1","3.8","49333","9359","64.9","3.8","55347","4860","68.4","3.3","67775","6039","23.9","3.4","31719","7463","7.7","2.4","37045","23466","1957","207","20204","2670","57.2","5.3","21388","3131","52.1","6.2","20500","3285","5.1","4.0","34114","33810","42.8","5.3","18472","2842","39.7","5.5","17500","2307","3.2","2.1","59375","25115","39.7","(X)","(X)","(X)","41.7","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"0500000US22039","Evangeline Parish, Louisiana","12053","416","30323","3368","72.2","3.1","42001","3535","26.5","2.8","14274","2167","0.1","0.1","167656","286499","0.0","0.3","-","**","0.0","0.3","-","**","0.1","0.1","60500","61085","1.1","0.8","19098","3461","0.4","0.5","28333","27014","71.9","2.9","42055","3581","6.5","1.5","28066","15857","30.7","2.0","48143","8588","39.1","1.9","30259","6650","23.8","1.5","25166","2193","8286","386","41632","3382","45.8","3.1","46480","8042","54.2","3.1","39408","2970","66.1","3.3","60433","3908","27.5","3.4","18928","2412","6.4","1.9","27258","19425","3767","406","16025","1448","55.0","6.7","14902","1716","51.2","6.2","14244","1605","3.8","2.3","61607","15319","45.0","6.7","17236","3242","39.1","7.0","17157","3205","5.9","2.7","30417","32750","33.3","(X)","(X)","(X)","33.3","(X)","(X)","(X)","31.2","(X)","(X)","(X)",
"0500000US22041","Franklin Parish, Louisiana","7748","342","30607","2590","73.0","2.0","36281","4351","26.4","2.1","18031","2731","0.0","0.4","-","**","0.0","0.4","-","**","0.0","0.4","-","**","0.0","0.4","-","**","0.6","0.4","9650","5333","0.3","0.4","-","**","72.7","2.2","36250","4324","2.7","1.1","17232","18558","27.6","2.1","34286","7513","41.3","1.8","35375","6832","28.4","1.7","23101","3372","5042","316","43328","4101","38.3","3.1","37173","7184","61.7","3.1","45382","4209","66.3","3.3","57343","7210","27.4","2.8","18750","3118","6.3","1.9","33512","14897","2706","271","16690","1267","52.9","5.3","13125","1934","50.4","5.2","12500","1570","2.5","1.4","45341","10934","47.1","5.3","19940","2773","42.3","4.9","19361","2978","4.8","2.8","28882","36704","25.1","(X)","(X)","(X)","27.2","(X)","(X)","(X)","19.4","(X)","(X)","(X)",
"0500000US22043","Grant Parish, Louisiana","7204","315","39729","2323","88.7","1.9","41372","2652","9.6","1.7","20053","4527","0.4","0.4","53854","24644","0.1","0.1","-","**","0.0","0.4","-","**","0.0","0.1","-","**","1.2","0.6","49886","23721","0.2","0.4","38750","69997","88.5","2.0","41382","2650","3.6","1.3","32438","29182","33.6","2.2","41779","6879","37.9","1.9","48966","4328","24.9","1.3","27519","3530","4803","309","50089","3871","41.3","3.1","44615","10391","58.7","3.1","51040","4315","73.8","4.0","59611","5579","20.6","3.7","20810","4761","5.6","2.2","42257","9655","2401","267","20443","3039","50.9","5.3","16094","1419","41.2","5.3","15088","1872","9.7","4.3","28077","23491","49.1","5.3","32887","7627","44.8","5.3","30263","10344","4.3","3.2","34038","6060","28.3","(X)","(X)","(X)","27.7","(X)","(X)","(X)","24.9","(X)","(X)","(X)",
"0500000US22045","Iberia Parish, Louisiana","26433","570","45022","1980","67.2","1.1","53787","3251","28.5","1.0","30359","2904","0.6","0.3","52417","53600","2.0","0.4","58977","19922","0.0","0.1","-","**","0.3","0.2","41833","38004","1.5","0.5","37759","8226","3.0","0.4","67813","24188","65.1","1.1","53713","3378","3.4","0.8","32987","3534","34.1","1.3","53586","3632","39.4","1.2","50046","3584","23.1","1.0","31675","2329","18836","578","51425","2285","44.6","2.1","46474","2934","55.4","2.1","56475","3526","63.9","2.3","72106","4064","27.4","2.1","24078","1872","8.7","1.5","40705","8852","7597","539","25885","2728","46.5","3.6","19152","2834","42.8","3.4","17726","2466","3.7","1.5","34669","24831","53.5","3.6","33631","4195","41.8","4.0","28659","5536","11.7","2.6","65081","27447","32.4","(X)","(X)","(X)","33.6","(X)","(X)","(X)","28.3","(X)","(X)","(X)",
"0500000US22047","Iberville Parish, Louisiana","11257","313","45692","2589","55.4","1.7","58615","4554","43.1","1.8","36268","4556","0.0","0.3","-","**","0.0","0.1","-","**","0.0","0.3","-","**","0.5","0.5","-","**","1.0","0.5","57250","57687","2.7","0.6","41066","29908","53.6","1.8","59413","4198","3.0","1.2","26913","3258","30.4","2.2","55994","3274","41.2","1.9","47232","3675","25.5","1.4","27457","6323","7957","292","53875","2740","36.7","2.7","52673","5844","63.3","2.7","54827","4123","58.4","3.4","73935","8708","30.5","2.7","29671","8941","11.1","2.5","36816","5330","3300","285","19811","4429","52.2","5.2","21183","5206","45.5","5.1","18653","2252","6.7","3.7","34375","45035","47.8","5.2","18147","8216","42.9","5.7","14764","4943","4.9","2.0","62188","70441","36.2","(X)","(X)","(X)","37.9","(X)","(X)","(X)","29.6","(X)","(X)","(X)",
"0500000US22049","Jackson Parish, Louisiana","6166","253","36466","4965","70.7","2.1","45227","3100","28.8","2.1","19759","3675","0.0","0.5","-","**","0.1","0.1","-","**","0.0","0.5","-","**","0.1","0.2","-","**","0.3","0.2","15000","39764","0.8","0.3","80400","68374","70.0","2.2","45156","3162","3.2","1.2","12708","18660","28.4","2.1","29797","5727","39.9","2.0","42854","5421","28.5","1.7","34818","5735","4385","268","46002","3074","38.7","3.2","38713","7744","61.3","3.2","49266","4499","67.3","3.8","59276","8547","23.2","3.0","18589","3941","9.4","2.6","39688","11563","1781","194","19599","4530","56.1","5.9","22070","4186","49.9","6.8","21543","4195","6.2","3.3","24750","20194","43.9","5.9","15727","4720","31.3","5.3","16679","4983","12.6","6.3","9815","25416","33.7","(X)","(X)","(X)","33.7","(X)","(X)","(X)","32.5","(X)","(X)","(X)",
"0500000US22051","Jefferson Parish, Louisiana","167840","1191","47871","809","67.5","0.5","54593","1109","24.6","0.4","33070","1326","0.5","0.1","33832","13550","3.3","0.2","57422","9225","0.0","0.1","63750","3335","2.7","0.3","37844","4798","1.4","0.2","36104","5575","10.5","0.3","42173","3061","60.4","0.4","55759","1310","3.3","0.3","25579","2456","32.6","0.4","49212","1706","40.7","0.4","59371","1699","23.4","0.3","34193","1079","107451","1284","61407","1313","41.7","0.7","53194","1819","58.3","0.7","65649","1227","66.0","1.1","77886","1553","25.6","0.9","29942","1403","8.3","0.5","49377","2884","60389","1131","30162","973","52.8","1.2","25176","1205","46.7","1.3","22674","1128","6.1","0.7","52411","6173","47.2","1.2","36292","1681","38.5","1.2","32062","1330","8.8","0.8","55843","6403","33.5","(X)","(X)","(X)","34.6","(X)","(X)","(X)","30.1","(X)","(X)","(X)",
"0500000US22053","Jefferson Davis Parish, Louisiana","11553","268","40335","3171","82.2","1.3","43294","3553","15.7","1.1","21438","3935","0.8","0.4","30066","72154","0.4","0.1","250,000+","***","0.0","0.3","-","**","0.6","0.4","13906","102542","0.3","0.2","35435","12361","1.0","0.4","27083","47842","81.5","1.4","43370","3581","3.7","1.0","28571","28825","29.2","1.9","47788","9369","41.9","2.0","46690","5173","25.3","1.4","24392","1899","8089","352","50843","5145","45.9","2.8","51308","9478","54.1","2.8","50602","5495","69.4","3.5","68993","4190","21.9","2.5","20494","2845","8.8","2.4","41036","7301","3464","336","18148","1576","54.6","4.3","14856","1677","50.8","4.1","14258","1502","3.8","1.7","34938","8744","45.4","4.3","22886","4444","36.2","4.4","19708","3887","9.2","3.5","38534","16223","36.1","(X)","(X)","(X)","38.8","(X)","(X)","(X)","28.5","(X)","(X)","(X)",
"0500000US22055","Lafayette Parish, Louisiana","87602","724","51406","1044","72.9","0.7","60845","1622","23.8","0.7","29304","3134","0.4","0.1","95069","97316","1.3","0.2","57102","9841","0.1","0.1","-","**","0.4","0.2","42887","16697","1.3","0.3","40435","10803","3.1","0.3","48184","13495","70.6","0.8","61083","1715","6.4","0.5","20792","2586","37.4","0.7","57898","3542","38.6","0.7","61345","2782","17.6","0.5","34655","2040","54463","1004","67776","2492","48.2","1.2","69539","3428","51.8","1.2","66172","3523","69.5","1.1","87032","2151","23.4","1.0","25846","1743","7.1","0.9","54784","10326","33139","941","31231","1401","50.8","1.7","24217","1400","42.6","1.8","22204","877","8.3","1.1","42201","9092","49.2","1.7","40179","1913","38.3","1.9","36834","2356","10.8","1.3","55588","8227","31.1","(X)","(X)","(X)","31.7","(X)","(X)","(X)","29.1","(X)","(X)","(X)",
"0500000US22057","Lafourche Parish, Louisiana","35329","456","50396","2011","83.2","0.9","55084","2383","11.9","0.7","27844","3275","1.9","0.5","46477","38651","0.5","0.3","71736","43797","0.0","0.1","-","**","1.1","0.4","39665","6715","1.4","0.5","22435","44973","2.9","0.9","42476","7932","81.5","1.1","55262","2445","4.8","0.7","27183","4950","32.6","0.9","62200","4637","40.2","1.1","61123","4579","22.5","0.9","27456","1662","25253","586","61079","2971","43.6","1.6","66911","5395","56.4","1.6","58083","2570","71.5","1.7","76580","2648","21.2","1.5","26410","2421","7.3","1.1","35521","6484","10076","545","25093","2018","50.0","2.6","17909","1731","42.5","2.5","16313","1314","7.4","1.4","55349","24759","50.0","2.6","32747","5168","36.1","2.8","28063","4089","14.0","2.9","51509","11759","31.6","(X)","(X)","(X)","31.8","(X)","(X)","(X)","26.7","(X)","(X)","(X)",
"0500000US22059","LaSalle Parish, Louisiana","5715","194","41173","4722","89.7","1.5","44522","7058","8.6","1.3","17243","16714","1.0","0.8","56250","18190","0.0","0.6","-","**","0.0","0.6","-","**","0.0","0.6","-","**","0.7","0.5","33750","44668","0.6","0.6","65197","62906","89.1","1.7","44475","7104","3.7","1.8","21964","40787","34.1","2.4","68469","11944","38.1","2.3","48090","7812","24.0","2.0","29542","3174","4094","252","55156","10007","40.3","4.7","75676","14420","59.7","4.7","47840","5927","75.3","4.4","68317","8734","18.7","4.0","21118","10567","6.0","2.0","39688","14694","1621","230","19920","2360","53.5","7.3","18955","2614","41.3","7.3","15897","3549","12.3","7.7","30096","18230","46.5","7.3","21567","4752","40.2","7.9","20884","3730","6.3","4.7","46667","33535","21.2","(X)","(X)","(X)","22.2","(X)","(X)","(X)","18.1","(X)","(X)","(X)",
"0500000US22061","Lincoln Parish, Louisiana","17060","433","34210","2794","57.4","1.7","51230","2874","40.0","1.6","20908","1378","0.4","0.4","20861","2225","1.0","0.4","40917","29600","0.0","0.2","-","**","0.8","0.4","51420","17438","0.4","0.3","35313","39784","1.6","0.5","17117","16690","56.5","1.6","51765","2871","19.4","1.8","11877","3008","29.6","1.7","39005","8535","30.9","1.4","52914","4640","20.1","1.0","39589","5509","10095","475","52412","3652","45.6","2.6","41717","7179","54.4","2.6","57930","5254","62.5","3.0","78822","5880","29.7","2.5","21782","2043","7.7","1.9","17211","11478","6965","469","17843","4826","51.4","3.3","15012","2218","38.3","3.7","14662","1713","13.0","2.8","16295","6426","48.6","3.3","21672","2739","33.0","3.6","18135","5660","15.6","2.9","32122","12740","26.4","(X)","(X)","(X)","29.9","(X)","(X)","(X)","20.1","(X)","(X)","(X)",
"0500000US22063","Livingston Parish, Louisiana","46960","637","57478","2975","92.6","0.7","57580","3343","5.3","0.5","41387","12338","0.7","0.4","170163","136651","0.3","0.2","79375","137783","0.0","0.1","-","**","0.3","0.3","64219","19637","0.9","0.4","98487","98148","1.9","0.3","55339","21274","91.0","0.7","57936","3336","3.6","0.7","36920","10022","38.6","1.1","66148","3645","39.3","1.1","64259","3724","18.5","0.6","31441","1975","34952","870","66129","2215","47.7","1.5","66289","3066","52.3","1.5","65862","3637","73.3","2.0","78508","2848","18.0","1.7","27486","3303","8.7","1.5","58689","9399","12008","878","30511","2253","45.5","3.0","18893","2446","39.8","3.3","17194","1217","5.7","1.9","39383","12363","54.5","3.0","42317","4003","43.4","3.4","37275","5155","11.1","2.5","78238","15096","34.9","(X)","(X)","(X)","34.5","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"0500000US22065","Madison Parish, Louisiana","4035","252","24028","3384","37.1","2.7","38194","9124","61.1","2.8","17256","4583","0.9","1.1","-","**","0.3","0.4","-","**","0.0","0.8","-","**","0.4","0.4","-","**","0.1","0.2","-","**","0.7","0.3","9444","48315","36.8","2.8","37500","9762","4.7","1.9","13493","2692","33.4","2.8","19375","7068","38.4","2.1","35341","6191","23.4","2.3","22917","3408","2490","226","33343","3946","42.0","3.8","23828","4940","58.0","3.8","41680","3776","54.7","4.8","47540","7153","36.7","4.3","16358","2669","8.6","3.3","25771","4131","1545","190","14521","1655","50.8","6.4","14310","2094","47.2","6.5","14069","1880","3.6","2.7","42759","41618","49.2","6.4","14778","2812","43.8","6.5","13449","2564","5.4","3.9","95536","103597","37.6","(X)","(X)","(X)","42.4","(X)","(X)","(X)","28.5","(X)","(X)","(X)",
"0500000US22067","Morehouse Parish, Louisiana","10383","337","28304","2756","55.3","1.9","40441","4937","43.7","2.0","21347","2766","0.2","0.2","15781","10538","0.1","0.2","-","**","0.0","0.3","-","**","0.1","0.2","-","**","0.5","0.3","20208","26607","1.0","0.7","10000","3104","54.3","1.9","41250","4450","4.2","1.4","19722","5958","27.0","1.9","33973","6102","41.4","1.8","30528","4506","27.4","1.3","24558","1921","6743","307","39695","4993","38.7","3.0","36597","4754","61.3","3.0","43163","6876","66.9","3.1","52039","4648","28.9","3.4","19764","2107","4.2","1.7","19811","15551","3640","303","16879","1511","52.6","4.6","15845","1583","47.8","4.8","15544","1577","4.7","2.2","22353","6754","47.4","4.6","18714","3051","43.2","4.9","17945","2894","4.3","2.4","50510","23883","25.9","(X)","(X)","(X)","25.0","(X)","(X)","(X)","26.6","(X)","(X)","(X)",
"0500000US22069","Natchitoches Parish, Louisiana","14598","353","33629","1808","57.1","1.6","46986","3856","39.8","1.5","20594","1203","0.9","0.3","23958","14665","0.4","0.1","88047","77747","0.0","0.1","-","**","0.4","0.2","36875","77013","1.3","0.4","48750","8657","1.2","0.4","43281","8148","56.3","1.5","47515","3887","12.2","1.7","7454","4703","27.5","1.3","43383","6098","35.7","1.5","41026","5131","24.6","1.2","30575","2503","9299","397","45318","4866","43.1","2.2","40583","3555","56.9","2.2","49878","2811","66.1","2.7","64937","5333","27.8","2.9","15676","2254","6.2","1.7","29219","11003","5299","366","18451","1661","54.6","2.9","14559","1513","46.9","2.8","14433","1404","7.7","1.9","17159","6486","45.4","2.9","24716","5749","32.8","3.0","21466","2763","12.6","2.8","30941","3082","30.4","(X)","(X)","(X)","30.3","(X)","(X)","(X)","29.3","(X)","(X)","(X)",
"0500000US22071","Orleans Parish, Louisiana","150409","1289","36964","767","38.9","0.4","62612","1759","55.8","0.4","25806","595","0.3","0.1","24899","5364","2.4","0.2","44479","4655","0.0","0.1","2,500-","***","1.2","0.2","35809","7152","1.3","0.2","43047","6794","5.0","0.3","40831","4188","35.6","0.4","64377","1858","4.5","0.3","17211","1640","38.0","0.4","40081","1269","39.2","0.5","42474","1384","18.3","0.3","29604","982","77261","1163","48381","1290","42.6","0.9","36575","2386","57.4","0.9","56122","1881","52.6","1.0","81509","1905","38.2","0.9","23248","1134","9.2","0.6","38155","3751","73148","1250","26813","678","51.7","0.9","23617","891","43.9","0.8","20697","862","7.8","0.5","54343","4555","48.3","0.9","31129","1202","38.7","0.9","26182","1021","9.6","0.5","57574","4605","36.6","(X)","(X)","(X)","41.3","(X)","(X)","(X)","30.9","(X)","(X)","(X)",
"0500000US22073","Ouachita Parish, Louisiana","57732","737","39111","1649","64.6","0.8","50653","1830","33.2","0.7","22917","1782","0.5","0.2","19826","6101","0.7","0.2","61483","23440","0.0","0.1","-","**","0.5","0.2","46861","6145","0.5","0.2","43594","23186","1.6","0.2","45638","5346","63.6","0.8","50710","1805","5.6","0.6","21050","3630","34.2","0.8","40431","2488","38.0","0.7","48983","2790","22.2","0.6","32119","1641","38207","804","51306","1900","45.9","1.3","44338","4287","54.1","1.3","55311","2469","63.4","1.4","73792","2903","30.1","1.2","21340","2057","6.6","0.9","41326","1641","19525","853","22441","1386","60.5","2.3","19340","1392","55.2","2.2","17928","1297","5.3","1.0","34293","15733","39.5","2.3","29278","5477","32.7","2.4","25607","3288","6.8","1.4","35231","11215","28.2","(X)","(X)","(X)","29.6","(X)","(X)","(X)","24.7","(X)","(X)","(X)",
"0500000US22075","Plaquemines Parish, Louisiana","8772","247","54835","4018","72.1","2.1","63791","3729","19.7","1.8","40107","8305","1.4","0.7","24875","132264","3.5","1.0","12476","96700","0.0","0.4","-","**","2.1","1.1","22103","26834","1.3","0.8","35000","12975","4.7","0.8","38241","26393","69.7","2.1","63615","4008","4.1","1.6","36250","8443","35.3","2.2","57839","9420","40.3","2.0","68723","11790","20.3","1.4","31343","5890","6465","310","66055","4185","47.6","3.4","60542","10659","52.4","3.4","68649","5899","72.5","3.5","79977","7713","21.0","3.4","39953","6278","6.4","2.1","39167","22568","2307","265","22492","5130","53.3","7.6","20191","3654","40.1","7.8","15417","4275","13.1","6.6","29659","31316","46.7","7.6","37885","24352","40.3","7.8","24637","24121","6.5","3.5","52639","33609","40.6","(X)","(X)","(X)","39.2","(X)","(X)","(X)","42.0","(X)","(X)","(X)",
