"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US22019","Calcasieu Parish, Louisiana","76270","825","46457","1450","73.0","0.6","52750","1465","23.8","0.6","29730","1933","0.4","0.1","63723","25220","1.0","0.2","56354","20308","0.0","0.1","-","**","0.6","0.2","-","**","1.2","0.3","38628","12143","2.1","0.3","48697","6715","71.6","0.6","52802","1463","4.9","0.4","21925","4825","33.4","0.7","52302","2647","39.1","0.7","53574","2882","22.6","0.5","32633","2219","50641","1008","57037","1985","44.6","1.1","54103","2485","55.4","1.1","59468","2203","68.5","1.5","75273","2407","23.2","1.3","25517","1467","8.3","1.0","48273","6563","25629","908","25199","1375","54.1","2.3","21248","1339","46.6","2.4","19646","970","7.5","1.2","37604","6687","45.9","2.3","31077","1953","38.8","2.3","29419","3104","7.1","1.1","44884","7965","40.3","(X)","(X)","(X)","41.8","(X)","(X)","(X)","35.7","(X)","(X)","(X)",
"0500000US22021","Caldwell Parish, Louisiana","3635","205","29832","4955","79.8","2.9","35674","3940","16.6","3.0","14531","2234","2.5","1.8","-","**","0.1","0.3","-","**","0.0","1.0","-","**","0.0","0.1","-","**","0.9","0.8","30192","22934","1.4","0.8","21146","10118","78.3","2.8","36005","3852","4.4","2.6","-","**","27.0","3.6","45057","17796","39.1","3.8","41667","9227","29.6","3.0","19369","2141","2344","198","44439","4227","35.4","4.4","65893","12350","64.6","4.4","42564","6938","72.2","5.7","58750","9709","20.2","5.4","17802","5656","7.6","3.0","24485","22125","1291","184","12721","1633","61.8","6.6","12050","2063","58.1","6.5","12050","1976","3.7","3.3","-","**","38.2","6.6","13938","3177","31.8","6.4","12880","5368","6.4","4.5","-","**","25.7","(X)","(X)","(X)","26.1","(X)","(X)","(X)","23.0","(X)","(X)","(X)",
"0500000US22023","Cameron Parish, Louisiana","2653","153","65679","10547","96.6","2.6","67214","11257","0.9","1.9","-","**","0.0","1.3","-","**","0.6","0.9","-","**","0.0","1.3","-","**","1.9","2.1","-","**","0.0","1.3","-","**","5.9","2.4","-","**","92.6","2.6","65571","10221","2.3","2.6","-","**","29.5","3.0","93457","12789","42.7","4.0","65556","11039","25.6","3.3","39926","7951","2090","153","79146","8733","39.3","5.1","82250","23608","60.7","5.1","73935","9178","84.6","5.2","80948","7569","9.2","3.9","31667","10372","6.2","3.6","93200","13581","563","148","32031","17650","61.8","12.0","24527","6818","56.8","11.7","24595","8811","5.0","4.9","-","**","38.2","12.0","44464","15096","29.0","11.4","40529","14406","9.2","8.3","108333","49603","32.9","(X)","(X)","(X)","33.5","(X)","(X)","(X)","30.7","(X)","(X)","(X)",
"0500000US22025","Catahoula Parish, Louisiana","3731","184","34736","5602","73.9","2.5","42950","7855","24.8","2.6","19063","6615","0.2","0.3","-","**","0.3","0.5","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.8","0.6","2,500-","***","0.7","0.7","-","**","73.4","2.5","43100","8017","3.2","1.7","20313","7579","27.4","2.3","57222","22197","42.4","2.7","45096","9700","27.0","2.6","23929","2656","2597","192","53313","8840","35.3","3.8","70313","17594","64.7","3.8","49617","6954","72.4","4.2","64174","5982","17.9","2.9","16538","9273","9.7","3.9","71667","48001","1134","156","14330","1399","57.7","5.9","14119","2113","54.7","6.3","13636","2075","3.0","1.9","53750","39943","42.3","5.9","14533","8557","41.9","5.9","14464","7180","0.4","0.9","-","**","38.0","(X)","(X)","(X)","40.5","(X)","(X)","(X)","30.2","(X)","(X)","(X)",
"0500000US22027","Claiborne Parish, Louisiana","5828","235","28927","2481","50.1","2.4","44059","3521","47.9","2.3","16391","1290","0.5","0.4","95521","59386","0.1","0.1","-","**","0.0","0.6","-","**","0.0","0.6","-","**","1.4","0.7","29191","19263","0.4","0.5","14044","1902","49.8","2.3","44326","3394","3.5","1.6","-","**","26.6","3.1","24335","7098","39.1","2.2","34172","3651","30.9","1.8","26778","4720","3794","252","38429","3461","36.2","3.9","29817","5461","63.8","3.9","44459","6307","60.4","4.3","52815","2924","28.8","3.3","16667","1767","10.7","3.7","33327","4994","2034","207","14717","2393","55.7","6.1","15908","1944","54.1","6.1","15625","2160","1.6","1.4","24286","22344","44.3","6.1","12072","3639","40.0","6.3","11263","2434","4.3","3.2","27237","27129","38.4","(X)","(X)","(X)","43.7","(X)","(X)","(X)","26.8","(X)","(X)","(X)",
"0500000US22029","Concordia Parish, Louisiana","7579","320","28405","3970","60.1","1.7","40651","6819","39.2","1.7","17546","2299","0.2","0.3","-","**","0.0","0.1","-","**","0.0","0.5","-","**","0.2","0.4","-","**","0.3","0.3","-","**","0.6","0.5","-","**","59.7","1.7","41182","7194","5.2","1.9","18636","15539","28.4","2.3","27781","9712","40.6","2.1","34845","7661","25.9","1.7","25511","4037","5045","280","40135","4952","42.0","3.6","31643","6293","58.0","3.6","48038","6593","62.2","5.0","56297","2746","32.5","4.5","19387","5864","5.3","2.4","-","**","2534","287","14551","1908","52.0","6.3","15687","3104","46.4","6.5","14300","2029","5.6","3.8","55147","8917","48.0","6.3","13692","2309","44.3","6.2","12928","2019","3.7","2.6","44766","3427","39.9","(X)","(X)","(X)","41.2","(X)","(X)","(X)","33.3","(X)","(X)","(X)",
"0500000US22031","De Soto Parish, Louisiana","10259","285","42368","3188","61.0","1.8","54682","5798","36.7","1.8","23776","5269","1.0","0.6","-","**","0.3","0.2","-","**","0.0","0.3","-","**","0.2","0.2","2,500-","***","0.8","0.7","108194","103142","2.0","0.9","-","**","59.8","1.8","55085","5833","3.1","1.0","30478","14758","30.3","2.2","44907","8584","38.8","1.8","51241","4430","27.8","1.5","32832","3309","6900","336","55279","5384","42.5","2.5","49327","8021","57.5","2.5","56938","3966","67.4","3.0","74462","5449","25.2","2.8","17695","3495","7.4","2.2","37727","18284","3359","306","21144","4167","47.5","3.9","19278","3798","40.8","4.0","17099","3568","6.7","2.3","62614","23003","52.5","3.9","25000","7702","45.7","3.6","20807","6404","6.8","2.9","34414","15452","41.5","(X)","(X)","(X)","42.7","(X)","(X)","(X)","37.3","(X)","(X)","(X)",
"0500000US22033","East Baton Rouge Parish, Louisiana","168561","1255","49942","901","52.6","0.5","67426","1671","42.6","0.5","35790","1481","0.2","0.1","43621","9081","2.6","0.2","58416","9650","0.0","0.1","-","**","0.8","0.2","43365","17380","1.1","0.2","41223","8426","3.3","0.2","51472","4716","50.4","0.5","68162","1674","8.5","0.4","17973","1713","34.9","0.6","53470","1971","35.9","0.5","62564","2138","20.7","0.3","41952","1516","101354","1348","65559","1782","41.8","0.9","56663","3487","58.2","0.9","70388","1486","64.2","1.0","88946","1973","27.4","0.9","30000","1579","8.3","0.7","50244","4028","67207","1433","31760","763","52.3","1.3","28181","1415","44.2","1.3","26096","1362","8.1","0.7","42566","5740","47.7","1.3","37269","1624","35.8","1.4","36503","1562","12.0","0.9","40202","4103","42.6","(X)","(X)","(X)","43.2","(X)","(X)","(X)","40.5","(X)","(X)","(X)",
"0500000US22035","East Carroll Parish, Louisiana","2557","496","22093","3258","32.3","5.4","40602","9734","66.6","5.4","16329","3490","0.0","1.4","-","**","0.0","1.4","-","**","0.0","1.4","-","**","0.0","1.4","-","**","1.1","1.2","-","**","0.4","0.7","-","**","32.0","5.3","40139","9965","8.4","3.8","11639","1779","22.3","7.4","23048","4017","39.7","3.5","27805","3297","29.6","6.2","21705","7278","1556","289","26804","4058","43.1","8.0","19295","4053","56.9","8.0","35093","8502","44.1","10.3","37946","10089","48.7","11.3","18707","2371","7.3","4.1","-","**","1001","297","11853","2037","56.3","19.8","11492","2519","55.0","19.2","11623","2675","1.3","2.2","-","**","43.7","19.8","12482","7215","39.0","18.4","11655","4207","4.7","4.5","-","**","28.2","(X)","(X)","(X)","31.7","(X)","(X)","(X)","16.6","(X)","(X)","(X)",
"0500000US22037","East Feliciana Parish, Louisiana","6822","254","48997","3251","61.2","2.4","56964","6066","37.8","2.2","36618","9258","0.0","0.5","-","**","0.3","0.3","-","**","0.0","0.5","-","**","0.0","0.5","-","**","0.7","0.5","65288","28942","1.0","0.7","-","**","60.6","2.3","57174","6278","3.6","1.6","57738","31503","26.5","2.1","50819","4471","41.0","2.1","54091","6610","28.9","1.6","34361","6203","4933","256","54821","4829","34.2","3.3","48967","7166","65.8","3.3","56968","3251","65.4","4.3","70098","4983","26.3","3.8","39508","8662","8.3","2.4","22188","21398","1889","219","25321","4223","58.4","6.3","21314","2998","53.7","6.8","20206","3117","4.8","4.4","34096","31802","41.6","6.3","34375","12022","36.4","5.2","27319","12847","5.2","3.7","-","**","49.5","(X)","(X)","(X)","48.2","(X)","(X)","(X)","49.2","(X)","(X)","(X)",
"0500000US22039","Evangeline Parish, Louisiana","11871","529","30724","1867","72.8","3.3","41914","2905","26.1","3.3","16304","3414","0.2","0.1","-","**","0.1","0.2","-","**","0.0","0.3","-","**","0.1","0.1","-","**","0.7","0.5","18603","6512","0.4","0.6","22188","18862","72.5","3.1","42024","2948","3.7","1.3","24539","23978","30.2","2.2","41217","3840","40.5","1.9","33608","4927","25.6","1.8","23574","3263","7751","386","42728","3942","47.9","3.2","41788","5026","52.1","3.2","44293","5276","68.4","3.0","58854","4858","24.9","3.2","19433","1872","6.7","2.0","25546","6419","4120","431","17543","1788","55.7","6.0","14562","1789","51.0","5.7","13903","1677","4.7","2.1","-","**","44.3","6.0","24063","7232","38.4","5.6","21621","6512","5.9","2.5","43068","30849","36.1","(X)","(X)","(X)","34.7","(X)","(X)","(X)","37.5","(X)","(X)","(X)",
"0500000US22041","Franklin Parish, Louisiana","7520","316","32440","3126","71.1","2.1","40744","5502","28.3","2.2","17880","2429","0.0","0.5","-","**","0.0","0.5","-","**","0.0","0.5","-","**","0.0","0.5","-","**","0.6","0.4","9081","749","0.1","0.3","-","**","71.0","2.3","40857","5514","2.9","1.2","15912","5776","27.1","2.6","36620","7629","39.0","2.2","35673","7575","30.9","1.9","27298","3127","4945","287","44839","4715","38.9","3.4","38409","10377","61.1","3.4","48271","6429","65.4","3.6","61602","5367","29.0","3.0","17474","2915","5.7","2.2","25913","6014","2575","291","16245","1458","54.8","5.0","14113","1460","51.5","5.1","13496","1429","3.3","1.8","40156","22711","45.2","5.0","18329","2919","40.2","5.6","18093","3698","5.0","2.9","18715","8334","29.0","(X)","(X)","(X)","31.7","(X)","(X)","(X)","22.9","(X)","(X)","(X)",
"0500000US22043","Grant Parish, Louisiana","7286","325","40389","2323","88.4","1.7","41519","2874","9.3","1.3","22426","4038","0.8","0.5","-","**","0.1","0.1","-","**","0.0","0.5","-","**","0.2","0.3","-","**","1.1","0.8","48102","29470","0.9","1.3","-","**","87.6","2.4","41370","2737","3.5","1.7","34067","19513","31.3","2.5","42917","12935","37.8","2.2","46522","7593","27.4","1.5","29722","4702","4800","320","52711","8618","35.0","3.7","53676","11837","65.0","3.7","50921","8942","76.3","4.0","63192","6651","16.9","3.3","19136","3525","6.8","2.5","34734","8848","2486","302","23129","2606","47.9","5.7","14931","3542","41.6","5.6","14266","2600","6.3","3.1","-","**","52.1","5.7","33376","5459","47.5","6.0","31650","7711","4.6","3.3","34306","15365","32.3","(X)","(X)","(X)","32.0","(X)","(X)","(X)","29.4","(X)","(X)","(X)",
"0500000US22045","Iberia Parish, Louisiana","26185","510","44573","1991","65.7","1.2","52710","2742","29.1","1.2","29774","3323","0.1","0.1","-","**","2.1","0.4","80543","16143","0.0","0.1","-","**","0.9","0.4","41324","7016","2.1","0.6","30500","15953","3.4","0.3","45544","7314","63.5","1.1","52982","2850","2.4","0.8","30090","2598","33.6","1.4","48667","3120","39.6","1.5","50721","1675","24.5","1.2","33462","2652","18769","539","51001","1534","42.5","1.8","45332","3920","57.5","1.8","55908","4409","63.6","2.4","71028","3697","27.2","2.3","23057","2925","9.2","1.5","40421","5257","7416","522","27018","2621","46.7","3.5","21871","3732","40.4","3.4","19137","2816","6.3","2.2","43354","9706","53.3","3.5","32795","3860","44.2","3.6","29105","4426","9.1","2.3","51719","12773","33.2","(X)","(X)","(X)","34.0","(X)","(X)","(X)","28.9","(X)","(X)","(X)",
"0500000US22047","Iberville Parish, Louisiana","11162","379","46480","4914","56.3","1.7","60433","4073","43.2","1.6","36118","4875","0.0","0.3","-","**","0.0","0.1","-","**","0.0","0.3","-","**","0.2","0.3","-","**","0.3","0.2","-","**","2.2","0.8","27434","21735","54.5","1.7","60924","2953","2.1","1.1","43750","38302","30.2","2.0","56012","4038","41.2","1.8","52917","7741","26.4","1.3","26922","5059","7709","409","55643","3345","36.9","3.2","54310","12264","63.1","3.2","56544","4660","60.8","3.4","75337","6698","27.1","2.8","25785","5149","12.1","2.9","40161","8805","3453","369","23896","3578","56.1","5.0","20709","4130","52.5","5.1","19908","3880","3.6","1.7","35769","29892","43.9","5.0","35166","6444","36.4","5.8","25726","12380","7.4","3.2","93209","46709","36.8","(X)","(X)","(X)","36.5","(X)","(X)","(X)","33.2","(X)","(X)","(X)",
"0500000US22049","Jackson Parish, Louisiana","6052","245","38310","4037","70.7","1.8","47646","4773","28.4","1.7","25212","4135","0.0","0.6","-","**","0.3","0.3","28929","21153","0.0","0.6","-","**","0.5","0.7","-","**","0.2","0.2","-","**","1.1","0.6","-","**","70.1","1.9","47854","4460","2.9","1.4","-","**","27.0","1.7","31786","14152","38.0","1.9","41948","5760","32.1","1.6","35101","5352","4239","225","47813","4731","39.3","3.1","39356","8148","60.7","3.1","52989","5464","67.4","3.4","62313","9077","24.3","3.2","17900","3656","8.2","2.8","44100","9148","1813","180","20530","3868","58.4","6.0","21677","3979","50.6","6.3","21218","3099","7.8","3.6","26146","16140","41.6","6.0","18242","6567","34.9","6.1","16719","7179","6.7","4.1","28871","21840","31.8","(X)","(X)","(X)","30.2","(X)","(X)","(X)","33.3","(X)","(X)","(X)",
"0500000US22051","Jefferson Parish, Louisiana","169192","1173","49457","780","67.5","0.5","55953","1027","24.8","0.4","34171","1622","0.4","0.1","31635","15490","3.3","0.2","63892","7698","0.0","0.1","-","**","2.7","0.3","36739","3028","1.4","0.2","46544","11005","11.0","0.3","40902","3268","59.7","0.4","58147","1298","3.1","0.2","26673","1762","32.4","0.5","50357","1642","39.5","0.5","60989","1615","25.0","0.3","37072","1134","106963","1583","62794","1393","41.4","1.0","56673","3124","58.6","1.0","65888","1574","66.4","1.1","78477","1562","24.6","0.9","31720","1188","9.0","0.7","48727","2806","62229","1506","31319","540","53.4","1.1","26040","950","47.1","1.1","23773","1278","6.3","0.7","51791","4725","46.6","1.1","37768","1467","37.9","1.1","34841","2090","8.8","1.0","57006","6297","37.5","(X)","(X)","(X)","39.1","(X)","(X)","(X)","33.2","(X)","(X)","(X)",
"0500000US22053","Jefferson Davis Parish, Louisiana","11554","306","39202","3105","81.1","1.4","46265","4473","17.0","1.2","21334","2881","0.9","0.5","-","**","0.4","0.1","250,000+","***","0.0","0.3","-","**","0.1","0.2","-","**","0.5","0.4","22083","17411","1.1","0.5","-","**","80.1","1.4","46702","4415","4.0","1.2","20785","7087","30.3","1.7","49984","7017","39.5","1.8","48964","5017","26.3","1.4","26087","1989","7914","309","54384","5007","45.5","3.3","50875","9954","54.5","3.3","56199","4595","69.9","3.2","75919","8009","22.9","2.8","21350","3031","7.3","2.1","41068","18067","3640","298","20557","1840","55.8","4.0","17902","2169","51.3","4.2","16926","2285","4.5","1.9","38929","10173","44.2","4.0","24224","6218","34.6","4.0","22974","5731","9.6","3.6","29297","17518","40.9","(X)","(X)","(X)","43.8","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"0500000US22055","Lafayette Parish, Louisiana","89288","888","52435","1471","73.5","0.7","62925","2237","23.3","0.6","29473","2575","0.3","0.1","94375","82896","1.4","0.2","62313","6977","0.0","0.1","-","**","0.4","0.2","36333","17579","1.2","0.3","38962","7398","3.3","0.3","41820","11431","70.8","0.7","63604","2405","5.3","0.6","22087","2676","38.5","0.8","61128","3044","37.7","0.7","62425","3495","18.5","0.6","34778","2053","56123","1175","68909","2300","48.9","1.3","68135","2759","51.1","1.3","69980","3980","68.6","1.6","90762","2170","23.7","1.3","26731","1604","7.7","0.9","51673","3967","33165","1206","31418","1226","51.1","1.6","25217","1684","42.1","1.7","22789","1487","8.9","1.2","43772","3716","48.9","1.6","41127","1683","37.0","1.9","35133","4837","11.9","1.5","55837","9543","29.8","(X)","(X)","(X)","30.7","(X)","(X)","(X)","27.2","(X)","(X)","(X)",
"0500000US22057","Lafourche Parish, Louisiana","35961","439","52071","2276","82.5","0.8","56514","2394","12.2","0.7","25411","2868","2.1","0.4","45417","31667","0.7","0.2","-","**","0.0","0.1","-","**","1.4","0.4","40682","9643","1.1","0.4","41518","30682","3.6","0.4","43462","12534","80.5","0.8","56644","2469","4.4","0.7","28281","6537","32.5","1.1","62230","3754","39.8","1.0","60859","3451","23.2","0.9","30751","1585","25315","532","60915","2137","42.3","1.8","64075","4920","57.7","1.8","59116","2872","71.8","2.0","77681","3164","20.6","1.6","27212","3758","7.7","1.3","37210","12628","10646","528","25164","1974","49.8","2.5","20765","1780","41.3","2.7","17980","2205","8.5","1.5","56761","12500","50.2","2.5","33776","3638","38.9","2.7","27223","5445","11.3","2.5","61563","15920","33.3","(X)","(X)","(X)","34.4","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"0500000US22059","LaSalle Parish, Louisiana","5320","237","35339","2407","89.0","2.0","35901","2644","8.6","1.9","-","**","1.4","1.2","55958","7410","0.0","0.7","-","**","0.0","0.7","-","**","0.0","0.7","-","**","1.0","0.7","51283","676","0.5","0.8","-","**","88.5","2.2","35876","2621","3.3","1.6","35250","28546","33.0","2.7","48152","9218","37.1","2.8","39375","10570","26.5","2.4","28787","2375","3671","305","42404","5441","40.9","4.7","53594","11258","59.1","4.7","36758","6100","73.5","4.9","52569","9234","19.7","4.8","16847","3825","6.8","3.0","36383","5909","1649","267","20259","6217","50.9","8.5","19139","4705","40.4","8.3","16131","5183","10.4","6.2","32422","12499","49.1","8.5","25119","13639","40.1","8.5","20069","10855","9.0","5.7","55146","22231","24.3","(X)","(X)","(X)","25.0","(X)","(X)","(X)","21.9","(X)","(X)","(X)",
"0500000US22061","Lincoln Parish, Louisiana","17144","401","34527","3124","55.9","1.6","54477","2813","41.0","1.7","20138","1572","0.1","0.1","2,500-","***","0.7","0.5","30735","16311","0.0","0.2","-","**","1.3","0.6","63021","15641","0.8","0.4","38750","10940","1.5","0.4","20741","20140","55.5","1.5","54731","3063","19.4","1.7","13654","5973","29.0","1.5","41250","4610","30.7","1.2","56628","3996","20.9","1.1","38750","5020","10335","429","53791","3074","46.7","2.7","41609","5539","53.3","2.7","58681","5065","63.9","3.0","78033","3862","27.2","2.8","22875","4257","8.9","2.3","18259","4643","6809","449","18968","3795","51.9","4.1","16431","1682","36.8","4.2","16931","3392","15.0","3.6","15718","6026","48.1","4.1","22426","3161","31.4","3.9","17529","6926","16.7","3.3","31413","7259","26.8","(X)","(X)","(X)","28.7","(X)","(X)","(X)","22.4","(X)","(X)","(X)",
"0500000US22063","Livingston Parish, Louisiana","48014","624","57334","3266","92.0","0.8","58801","3385","5.5","0.6","38388","8811","0.5","0.3","94327","75236","0.4","0.3","-","**","0.0","0.1","-","**","0.5","0.3","66437","21795","1.1","0.4","42706","19536","2.2","0.5","52586","20916","90.4","0.9","59259","3145","3.4","0.6","36927","13662","37.6","1.4","68984","4517","38.7","1.4","65112","4796","20.3","0.9","31493","2813","34764","922","67395","3122","46.5","2.1","68551","4121","53.5","2.1","65783","3999","72.2","2.2","81344","3804","19.7","2.1","29416","4313","8.1","1.5","55144","9097","13250","760","33896","4284","46.2","3.7","24026","2327","39.2","3.6","21193","3742","7.0","2.0","35728","7327","53.8","3.7","45665","5089","42.3","4.2","40190","3688","11.5","2.7","79274","9286","34.5","(X)","(X)","(X)","34.7","(X)","(X)","(X)","31.8","(X)","(X)","(X)",
"0500000US22065","Madison Parish, Louisiana","4080","176","25404","2378","38.7","2.4","40898","7033","61.1","2.4","16976","3616","0.1","0.2","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.2","0.2","-","**","1.4","0.5","62554","32838","37.3","2.4","40000","7098","5.4","2.0","10152","2659","32.3","2.8","21458","6607","38.0","2.7","34598","6494","24.4","2.5","24451","4335","2512","163","34167","5777","41.2","4.1","25685","6356","58.8","4.1","39628","5307","53.7","4.2","50391","7512","39.7","4.2","17797","3835","6.6","2.5","35938","24897","1568","153","13526","1689","56.1","6.7","13841","2050","51.0","7.1","13375","1829","5.1","3.7","45321","38869","43.9","6.7","13021","2727","41.0","6.1","12184","2252","2.9","2.5","31286","552","35.4","(X)","(X)","(X)","41.8","(X)","(X)","(X)","23.8","(X)","(X)","(X)",
"0500000US22067","Morehouse Parish, Louisiana","10273","323","30279","2087","54.7","1.8","39073","4584","44.3","1.8","21423","1982","0.1","0.2","-","**","0.3","0.3","80368","66299","0.0","0.3","-","**","0.4","0.4","-","**","0.2","0.2","24375","6142","1.2","0.7","11696","3548","53.8","1.9","40020","5119","2.9","1.0","26290","3252","28.5","1.8","31514","3304","39.3","1.5","32861","2751","29.3","1.5","24920","3286","6537","339","37155","4800","36.4","2.8","31528","10594","63.6","2.8","40236","7776","66.0","3.7","52283","3354","27.5","2.9","20142","2587","6.5","2.2","22366","11378","3736","344","19653","2304","53.5","4.5","17467","3214","48.9","4.6","16714","2311","4.6","2.4","35324","15287","46.5","4.5","21012","4027","40.0","4.7","19006","2377","6.6","4.4","32261","20910","25.9","(X)","(X)","(X)","26.5","(X)","(X)","(X)","24.4","(X)","(X)","(X)",
"0500000US22069","Natchitoches Parish, Louisiana","14393","397","30697","1883","56.4","1.8","42828","2385","40.2","1.8","19326","1565","1.0","0.4","-","**","0.2","0.2","88462","40206","0.0","0.2","-","**","1.2","0.6","14327","10221","1.0","0.3","58875","21655","1.0","0.5","38088","14015","55.8","1.8","42906","2576","11.9","1.6","6760","4110","26.7","1.4","40064","5005","34.8","1.5","38244","4634","26.5","1.2","29939","3029","8552","415","46933","3937","38.1","3.1","40992","5381","61.9","3.1","49809","3680","67.9","3.1","62832","2154","25.0","3.1","15917","2773","7.2","1.7","40192","14468","5841","412","16537","2044","56.3","3.3","14204","2036","45.6","3.8","15338","2417","10.8","2.8","11488","5855","43.7","3.3","19260","2655","34.1","3.2","18282","2894","9.6","3.3","23200","11094","33.5","(X)","(X)","(X)","33.9","(X)","(X)","(X)","32.8","(X)","(X)","(X)",
"0500000US22071","Orleans Parish, Louisiana","154844","1174","37488","820","39.2","0.4","64038","1590","55.8","0.4","25612","566","0.2","0.1","37560","8316","2.2","0.1","48042","5407","0.0","0.1","-","**","1.2","0.2","30563","7506","1.5","0.1","44417","5599","5.2","0.3","38952","3694","35.7","0.4","66530","2015","3.4","0.2","15819","1638","38.3","0.5","40702","1049","38.5","0.5","42144","1273","19.7","0.4","30630","1103","76776","1236","51289","1234","41.8","0.9","40968","1515","58.2","0.9","58127","1540","54.1","1.0","83823","2129","37.2","0.9","25070","1095","8.7","0.6","37399","3044","78068","1203","26619","569","51.7","0.8","23072","840","45.2","0.8","20394","821","6.6","0.4","55597","5648","48.3","0.8","31436","988","39.2","0.8","26944","1030","9.1","0.5","60255","4115","37.0","(X)","(X)","(X)","42.4","(X)","(X)","(X)","31.0","(X)","(X)","(X)",
"0500000US22073","Ouachita Parish, Louisiana","56903","829","38974","1662","64.1","0.8","51198","1687","33.7","0.8","23517","1390","0.4","0.1","19853","19286","0.9","0.2","62368","25735","0.0","0.1","-","**","0.4","0.1","55650","18160","0.5","0.1","29853","9282","1.6","0.3","48054","6788","62.9","0.7","51332","1678","5.0","0.5","21229","3271","32.9","1.0","40647","1928","38.5","0.9","45855","3019","23.6","0.7","32583","1769","37103","870","51112","1861","45.3","1.4","43024","3925","54.7","1.4","55008","3006","63.6","1.5","74469","2443","30.2","1.3","21473","1422","6.3","0.9","40854","3524","19800","839","22694","1283","59.3","1.7","19471","1719","54.0","1.9","18018","1727","5.3","1.1","33611","9217","40.7","1.7","27029","3340","34.2","1.8","24792","2093","6.5","1.3","36103","9540","27.2","(X)","(X)","(X)","27.6","(X)","(X)","(X)","25.0","(X)","(X)","(X)",
"0500000US22075","Plaquemines Parish, Louisiana","8644","287","50251","4794","73.0","2.4","56245","3497","17.7","1.9","31574","4564","1.2","0.6","-","**","3.9","1.0","-","**","0.0","0.4","-","**","2.4","1.6","21355","871","1.9","0.7","38793","28706","5.4","1.2","32092","5908","70.3","2.1","56810","4698","3.2","1.4","41458","15404","33.9","2.3","56179","4901","41.1","2.2","60269","10209","21.8","1.2","26520","2393","6297","356","60823","4088","47.8","3.6","55522","6792","52.2","3.6","64405","9402","68.3","4.5","77477","9656","22.7","3.4","32632","5852","9.0","2.7","32472","20947","2347","289","23813","3832","54.5","6.3","20391","4186","42.6","6.5","12662","5024","11.9","5.3","34516","8545","45.5","6.3","32344","10189","38.9","6.0","29000","14121","6.6","2.9","-","**","43.6","(X)","(X)","(X)","41.7","(X)","(X)","(X)","48.1","(X)","(X)","(X)",
