"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US22019","Calcasieu Parish, Louisiana","75325","859","45312","1319","73.3","0.6","52272","1634","23.4","0.6","28838","1715","0.4","0.1","60859","20853","1.1","0.2","57054","17295","0.0","0.1","-","**","0.5","0.2","42361","22328","1.2","0.3","34821","11411","2.2","0.2","44375","4952","71.8","0.6","52412","1694","5.1","0.5","24225","6405","33.0","0.7","51022","1626","39.6","0.6","54977","2608","22.3","0.5","31629","2178","50663","1091","56772","1992","45.0","1.2","53942","2227","55.0","1.2","58967","2782","68.5","1.3","75023","2447","23.1","1.3","24799","1868","8.4","0.9","47300","6137","24662","1039","24914","1692","54.9","2.1","(X)","(X)","47.7","1.8","(X)","(X)","7.3","1.1","(X)","(X)","45.1","2.1","(X)","(X)","37.2","1.9","(X)","(X)","7.9","1.2","(X)","(X)","37.5","(X)","(X)","(X)","38.9","(X)","(X)","(X)","33.3","(X)","(X)","(X)",
"0500000US22021","Caldwell Parish, Louisiana","3838","217","33294","4550","81.2","2.8","37833","6916","17.3","2.8","15453","3082","0.8","0.8","-","**","0.1","0.2","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.7","0.6","23750","19345","1.3","0.6","21190","19008","79.9","2.9","38444","6984","3.6","2.3","(X)","(X)","29.4","4.2","(X)","(X)","37.6","3.1","(X)","(X)","29.3","2.7","(X)","(X)","2496","235","47321","3716","34.1","5.3","53182","17645","65.9","5.3","46159","4286","70.8","5.7","(X)","(X)","19.9","4.8","(X)","(X)","9.3","3.7","(X)","(X)","1342","220","13521","1860","62.4","7.8","(X)","(X)","59.9","7.6","(X)","(X)","2.5","3.0","(X)","(X)","37.6","7.8","(X)","(X)","32.0","7.7","(X)","(X)","5.7","4.2","(X)","(X)","26.0","(X)","(X)","(X)","26.2","(X)","(X)","(X)","22.8","(X)","(X)","(X)",
"0500000US22023","Cameron Parish, Louisiana","2608","138","64231","4778","95.7","2.8","64885","6366","2.6","2.0","(X)","(X)","0.0","1.2","-","**","0.4","0.6","-","**","0.0","1.2","-","**","1.3","1.5","-","**","0.0","1.2","-","**","4.1","1.7","(X)","(X)","93.0","2.5","64663","5518","2.3","2.5","-","**","26.3","3.2","81806","30165","45.7","3.6","66298","7880","25.7","2.5","40250","8185","2008","126","72500","5711","39.2","5.4","77336","31389","60.8","5.4","70793","7533","85.2","5.2","76429","10111","9.7","4.4","26182","2683","5.1","2.7","88750","24700","600","146","41250","27412","60.0","11.6","(X)","(X)","57.8","11.3","(X)","(X)","2.2","2.9","(X)","(X)","40.0","11.6","(X)","(X)","26.2","9.6","(X)","(X)","13.8","9.7","(X)","(X)","29.2","(X)","(X)","(X)","29.9","(X)","(X)","(X)","26.7","(X)","(X)","(X)",
"0500000US22025","Catahoula Parish, Louisiana","3748","182","34904","5260","73.7","2.3","44702","7922","24.8","2.3","17963","7389","0.3","0.4","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.1","0.2","-","**","1.1","0.6","(X)","(X)","1.0","0.6","(X)","(X)","72.9","2.3","45417","7511","3.1","1.7","16985","10099","27.0","2.6","56912","24773","43.0","2.8","45905","9063","26.8","2.2","26111","2527","2649","215","50679","5943","35.6","4.3","62054","22497","64.4","4.3","49160","5338","72.0","4.5","(X)","(X)","18.3","3.8","(X)","(X)","9.6","3.9","(X)","(X)","1099","167","14451","1473","60.5","6.8","14180","1547","55.6","7.2","13711","1426","4.9","3.0","36250","28246","39.5","6.8","14952","12416","38.9","6.8","14808","11213","0.5","0.9","-","**","33.7","(X)","(X)","(X)","35.4","(X)","(X)","(X)","27.4","(X)","(X)","(X)",
"0500000US22027","Claiborne Parish, Louisiana","5852","237","32072","2317","52.1","2.2","48579","4116","45.3","2.3","17567","2358","0.4","0.3","54167","17588","0.1","0.1","-","**","0.0","0.6","-","**","0.0","0.6","-","**","2.1","0.8","29205","16857","0.1","0.1","-","**","52.1","2.2","48596","4118","3.6","1.6","(X)","(X)","25.3","2.4","(X)","(X)","39.9","2.3","(X)","(X)","31.1","1.7","(X)","(X)","3792","200","41612","3298","34.7","3.6","29778","6270","65.3","3.6","47138","5055","61.3","4.1","(X)","(X)","29.7","3.5","(X)","(X)","8.9","2.9","(X)","(X)","2060","241","16535","1661","52.5","5.0","(X)","(X)","50.7","5.4","(X)","(X)","1.8","1.6","(X)","(X)","47.5","5.0","(X)","(X)","42.2","5.3","(X)","(X)","5.2","2.5","(X)","(X)","40.2","(X)","(X)","(X)","44.8","(X)","(X)","(X)","29.4","(X)","(X)","(X)",
"0500000US22029","Concordia Parish, Louisiana","7896","307","29654","4145","59.7","1.8","43488","5943","39.5","1.8","16636","2398","0.2","0.3","-","**","0.0","0.1","-","**","0.0","0.4","-","**","0.2","0.2","-","**","0.4","0.4","(X)","(X)","0.6","0.4","(X)","(X)","59.3","1.9","44032","5874","6.2","1.7","16094","7771","28.4","2.1","32589","7318","40.2","2.0","32604","4789","25.1","1.5","28393","5325","5242","317","42057","4016","42.7","3.9","32750","6197","57.3","3.9","48472","4566","62.0","4.3","57186","5153","32.6","4.0","17360","4778","5.3","2.4","33836","23984","2654","305","14589","1281","51.3","5.2","15865","2518","45.3","4.7","14744","1988","6.0","3.7","53804","27179","48.7","5.2","13834","1392","45.0","5.4","13460","1228","3.7","2.1","43125","22141","36.4","(X)","(X)","(X)","36.2","(X)","(X)","(X)","33.9","(X)","(X)","(X)",
"0500000US22031","De Soto Parish, Louisiana","10244","251","41468","3013","60.7","1.6","51319","4319","37.1","1.5","22397","4322","1.0","0.6","61167","47534","0.2","0.1","(X)","(X)","0.0","0.3","-","**","0.3","0.3","(X)","(X)","0.6","0.4","(X)","(X)","1.6","0.5","(X)","(X)","59.9","1.6","51595","4563","2.9","0.9","20724","10079","29.4","1.6","44360","7800","40.3","1.6","49253","3054","27.5","1.5","31067","4327","6942","294","53000","5509","42.9","2.7","46250","9714","57.1","2.7","56032","4616","67.0","3.6","74164","6233","25.6","3.1","21157","2861","7.4","2.2","38073","15901","3302","273","18333","2138","50.8","4.7","(X)","(X)","43.0","5.2","(X)","(X)","7.8","2.6","(X)","(X)","49.2","4.7","(X)","(X)","44.1","4.2","(X)","(X)","5.1","2.5","(X)","(X)","40.2","(X)","(X)","(X)","42.4","(X)","(X)","(X)","33.9","(X)","(X)","(X)",
"0500000US22033","East Baton Rouge Parish, Louisiana","169120","1365","49285","1121","53.2","0.5","66598","1539","42.4","0.5","34646","1547","0.2","0.1","40682","14904","2.5","0.2","58869","5375","0.0","0.1","-","**","0.6","0.2","37401","12914","1.1","0.2","38535","6843","3.2","0.2","50208","3536","50.8","0.5","67388","1738","8.8","0.4","18595","2078","34.7","0.5","53082","2040","36.5","0.5","61874","2256","19.9","0.3","41320","1710","103091","1351","63744","1841","42.2","0.8","54899","2512","57.8","0.8","69028","1890","63.6","1.1","86593","1584","28.0","0.9","29695","1882","8.3","0.7","50156","5060","66029","1289","31279","973","51.9","1.1","26521","1316","43.9","1.3","24129","1341","8.0","0.7","42998","6204","48.1","1.1","38290","1965","35.7","1.4","37043","2256","12.4","1.0","41532","5866","42.3","(X)","(X)","(X)","43.2","(X)","(X)","(X)","39.7","(X)","(X)","(X)",
"0500000US22035","East Carroll Parish, Louisiana","2678","263","21099","2897","31.8","3.7","42083","8372","66.3","3.8","16364","1836","0.0","1.2","-","**","0.4","0.7","-","**","0.0","1.2","-","**","0.0","1.2","-","**","1.4","1.5","13452","7671","1.1","1.2","-","**","31.5","3.8","41528","8160","5.0","4.0","2,500-","***","31.9","5.6","20595","4532","34.4","4.0","27723","8067","28.8","3.5","19438","5005","1679","204","28076","3619","44.0","7.8","20846","4902","56.0","7.8","33807","3421","46.0","7.5","41094","9401","46.6","7.3","17050","5902","7.3","2.9","13274","12831","999","214","14891","2859","48.4","11.1","15873","1952","48.3","11.0","15884","1925","0.1","0.7","-","**","51.6","11.1","12750","3385","46.7","10.9","11832","2671","4.8","3.8","20536","10848","29.1","(X)","(X)","(X)","36.4","(X)","(X)","(X)","13.6","(X)","(X)","(X)",
"0500000US22037","East Feliciana Parish, Louisiana","6937","257","45520","2989","59.3","2.3","54260","5440","39.2","2.3","33384","4779","0.1","0.1","-","**","0.3","0.4","-","**","0.0","0.5","-","**","0.0","0.5","-","**","1.2","0.5","(X)","(X)","0.9","0.8","(X)","(X)","58.8","2.4","54643","5434","3.8","1.7","34301","32045","26.6","2.3","46658","6470","42.9","2.2","50357","4801","26.7","1.8","32713","5049","4985","326","51866","4635","38.2","3.6","44733","4770","61.8","3.6","56366","5051","65.3","4.6","70210","6892","25.7","4.4","31365","8358","8.9","2.0","35516","19195","1952","238","22038","2835","63.0","6.3","(X)","(X)","56.6","6.3","(X)","(X)","6.4","4.9","(X)","(X)","37.0","6.3","(X)","(X)","34.4","5.7","(X)","(X)","2.7","1.9","(X)","(X)","43.5","(X)","(X)","(X)","44.6","(X)","(X)","(X)","37.8","(X)","(X)","(X)",
"0500000US22039","Evangeline Parish, Louisiana","11954","453","30009","2571","72.2","2.9","41474","2989","26.8","3.1","14524","2324","0.2","0.1","(X)","(X)","0.0","0.3","-","**","0.0","0.3","-","**","0.1","0.2","(X)","(X)","0.8","0.6","18785","5366","0.9","0.4","20650","5959","71.5","2.7","41772","3230","5.3","1.7","20694","12398","30.4","2.4","42979","6354","39.1","2.2","31672","3638","25.2","1.6","24967","2247","8107","386","39834","2943","45.5","3.1","40545","5249","54.5","3.1","39241","3136","66.6","2.8","58525","5565","28.0","2.7","19180","1814","5.4","1.7","26705","14000","3847","471","16805","1730","54.2","6.5","(X)","(X)","49.1","5.9","(X)","(X)","5.1","2.4","(X)","(X)","45.8","6.5","(X)","(X)","39.7","5.7","(X)","(X)","6.1","2.6","(X)","(X)","35.6","(X)","(X)","(X)","35.0","(X)","(X)","(X)","35.5","(X)","(X)","(X)",
"0500000US22041","Franklin Parish, Louisiana","7469","409","30275","3181","72.6","2.2","36693","5414","26.8","2.3","17648","2030","0.0","0.4","-","**","0.0","0.4","-","**","0.0","0.4","-","**","0.0","0.4","-","**","0.6","0.5","9179","966","0.1","0.3","-","**","72.5","2.4","36772","5666","2.5","1.0","20395","10272","26.6","2.7","32949","5998","40.8","2.4","36766","7666","30.0","1.8","25046","5194","4893","349","43273","3757","37.3","4.2","33586","6493","62.7","4.2","47000","4750","65.4","3.3","(X)","(X)","28.7","3.3","(X)","(X)","6.0","2.2","(X)","(X)","2576","287","16323","1029","56.8","5.9","(X)","(X)","53.8","5.8","(X)","(X)","3.0","1.8","(X)","(X)","43.2","5.9","(X)","(X)","38.8","5.4","(X)","(X)","4.3","3.2","(X)","(X)","28.9","(X)","(X)","(X)","29.6","(X)","(X)","(X)","25.3","(X)","(X)","(X)",
"0500000US22043","Grant Parish, Louisiana","7197","321","39914","2467","89.2","1.8","41059","2227","9.0","1.5","21862","4781","0.6","0.5","54125","30911","0.0","0.1","-","**","0.0","0.4","-","**","0.2","0.2","-","**","1.0","0.7","29432","25122","0.9","0.8","(X)","(X)","88.4","2.2","40995","2252","3.4","1.7","34099","20824","31.5","2.2","43092","10786","39.0","1.8","48481","6271","26.1","1.8","27813","3283","4796","352","50077","6278","38.5","3.5","51563","11321","61.5","3.5","49063","7023","75.3","3.8","60422","5672","17.8","2.6","21274","5498","6.8","2.5","39643","11473","2401","275","22662","2994","47.5","6.2","(X)","(X)","39.4","5.6","(X)","(X)","8.0","3.4","(X)","(X)","52.5","6.2","(X)","(X)","47.8","5.8","(X)","(X)","4.7","3.5","(X)","(X)","30.4","(X)","(X)","(X)","29.5","(X)","(X)","(X)","27.9","(X)","(X)","(X)",
"0500000US22045","Iberia Parish, Louisiana","26345","424","45261","1707","66.4","1.1","54047","2976","28.9","1.0","30554","2304","0.3","0.2","70588","45915","2.1","0.4","66711","15888","0.0","0.1","-","**","0.6","0.3","40042","11237","1.7","0.5","28026","12973","3.2","0.4","46821","12281","64.3","1.0","54268","2922","2.5","0.6","29902","5969","34.3","1.3","49269","4812","39.6","1.3","51384","2109","23.7","1.0","32608","2448","18918","557","51613","1771","44.2","1.6","46510","2553","55.8","1.6","56585","3265","64.6","2.4","70917","2956","26.9","2.0","24357","1912","8.5","1.6","45207","13731","7427","513","25175","2831","45.7","3.6","(X)","(X)","41.5","3.8","(X)","(X)","4.2","1.3","(X)","(X)","54.3","3.6","(X)","(X)","44.4","4.0","(X)","(X)","9.9","2.2","(X)","(X)","32.7","(X)","(X)","(X)","34.0","(X)","(X)","(X)","28.4","(X)","(X)","(X)",
"0500000US22047","Iberville Parish, Louisiana","11191","332","45117","4436","56.7","1.8","59344","4366","41.7","1.8","33257","6179","0.0","0.3","-","**","0.0","0.1","-","**","0.0","0.3","-","**","0.3","0.3","-","**","1.3","0.7","56685","34464","2.5","0.7","(X)","(X)","54.7","1.8","60207","3522","3.3","1.4","28103","2810","29.7","2.1","58579","4366","40.8","1.8","49272","8353","26.2","1.7","25933","6396","7647","327","56797","5825","36.7","3.1","55156","11366","63.3","3.1","57014","6337","61.2","3.5","78313","8642","26.9","3.2","27847","7933","11.9","2.7","36597","5718","3544","312","21405","3950","56.2","5.5","21977","3900","50.1","5.5","19601","2615","6.2","3.7","29592","16631","43.8","5.5","19631","8580","38.5","5.5","16279","5573","5.2","2.5","106324","60524","35.7","(X)","(X)","(X)","35.4","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"0500000US22049","Jackson Parish, Louisiana","6038","239","38029","3781","70.7","1.9","43852","3551","28.9","1.8","21594","3474","0.0","0.5","-","**","0.1","0.1","-","**","0.0","0.5","-","**","0.1","0.3","-","**","0.2","0.2","(X)","(X)","0.9","0.4","(X)","(X)","69.9","2.0","44157","3574","2.7","1.0","(X)","(X)","26.2","2.2","(X)","(X)","39.6","2.1","(X)","(X)","31.5","1.7","(X)","(X)","4302","240","45398","3487","38.1","3.3","38389","7512","61.9","3.3","50153","5304","65.7","3.2","62428","7357","23.6","2.9","19155","2878","10.7","2.7","40243","8618","1736","184","17824","4496","59.5","5.9","(X)","(X)","53.2","5.9","(X)","(X)","6.3","3.1","(X)","(X)","40.5","5.9","(X)","(X)","33.0","5.0","(X)","(X)","7.5","4.2","(X)","(X)","33.3","(X)","(X)","(X)","32.0","(X)","(X)","(X)","32.6","(X)","(X)","(X)",
"0500000US22051","Jefferson Parish, Louisiana","168104","1015","47947","969","67.6","0.4","54354","1155","24.7","0.3","34002","1823","0.4","0.1","39531","13286","3.3","0.2","60511","8969","0.0","0.1","63750","21034","2.5","0.2","35970","4631","1.4","0.2","40179","8305","10.6","0.3","40995","2603","60.2","0.4","55919","1280","3.1","0.3","26820","3064","32.6","0.5","48530","1938","40.4","0.5","59782","1958","24.0","0.3","35226","1023","106320","1657","61691","1344","41.5","0.9","53124","2508","58.5","0.9","65611","1453","65.7","1.0","78300","1655","25.6","0.8","30527","1211","8.7","0.5","47295","4347","61784","1574","30591","730","53.7","1.1","25488","917","47.6","1.1","23056","1134","6.1","0.6","52452","7358","46.3","1.1","36918","1356","37.9","1.1","33432","2244","8.4","0.8","53025","6851","36.2","(X)","(X)","(X)","37.4","(X)","(X)","(X)","32.3","(X)","(X)","(X)",
"0500000US22053","Jefferson Davis Parish, Louisiana","11652","298","39063","3231","81.4","1.1","44171","3739","16.8","1.1","20053","3075","0.9","0.4","20848","7718","0.3","0.2","(X)","(X)","0.0","0.3","-","**","0.3","0.2","90000","80099","0.3","0.2","(X)","(X)","1.0","0.3","16750","12393","80.6","1.2","44686","3638","3.3","0.9","20946","4677","29.7","1.6","48261","5797","41.1","1.9","46332","5373","25.8","1.5","25645","2644","7979","346","51250","5705","45.6","2.5","48696","6638","54.4","2.5","53945","6210","67.0","3.6","73224","8416","24.0","2.9","20989","2836","9.0","2.2","40748","18774","3673","387","19494","1627","55.8","4.1","(X)","(X)","51.7","4.4","(X)","(X)","4.1","1.8","(X)","(X)","44.2","4.1","(X)","(X)","36.0","4.6","(X)","(X)","8.2","3.0","(X)","(X)","37.4","(X)","(X)","(X)","40.2","(X)","(X)","(X)","28.4","(X)","(X)","(X)",
"0500000US22055","Lafayette Parish, Louisiana","88995","790","51869","995","73.1","0.7","61544","1496","23.7","0.6","29224","3108","0.3","0.1","132588","126276","1.3","0.2","60802","10817","0.0","0.1","-","**","0.4","0.2","43886","10236","1.3","0.3","47063","20652","3.4","0.3","44336","11579","70.5","0.7","61980","1738","6.0","0.5","20431","2271","38.0","0.8","59911","3489","37.9","0.7","62371","3086","18.2","0.5","34997","2119","55584","1148","69671","2261","48.5","1.4","70026","2906","51.5","1.4","69048","4096","69.6","1.3","89990","2049","22.9","1.2","26391","1887","7.5","0.9","52510","6967","33411","1169","30381","1676","51.8","1.7","(X)","(X)","43.1","1.8","(X)","(X)","8.7","1.2","(X)","(X)","48.2","1.7","(X)","(X)","37.5","1.9","(X)","(X)","10.7","1.3","(X)","(X)","30.4","(X)","(X)","(X)","30.8","(X)","(X)","(X)","28.7","(X)","(X)","(X)",
"0500000US22057","Lafourche Parish, Louisiana","35592","421","51030","1656","82.9","0.9","54243","1882","11.6","0.6","28335","3337","2.0","0.5","(X)","(X)","0.7","0.2","70234","26262","0.0","0.1","-","**","1.4","0.4","38983","4135","1.4","0.5","21950","20400","3.9","0.4","40318","4461","80.7","0.8","54682","2119","4.6","0.7","26415","4748","32.9","1.1","61661","4191","39.8","1.1","59865","2888","22.7","0.7","29381","1636","25155","533","60263","1914","42.2","1.6","65214","6319","57.8","1.6","58471","2622","72.3","1.6","75641","2862","20.2","1.7","28216","3081","7.5","1.0","40934","9155","10437","566","24072","1752","50.0","2.7","(X)","(X)","42.8","2.7","(X)","(X)","7.2","1.8","(X)","(X)","50.0","2.7","(X)","(X)","38.1","3.1","(X)","(X)","11.9","3.0","(X)","(X)","32.1","(X)","(X)","(X)","32.8","(X)","(X)","(X)","25.7","(X)","(X)","(X)",
"0500000US22059","LaSalle Parish, Louisiana","5551","181","37310","5329","90.7","1.6","38953","5580","6.6","1.5","18000","10292","1.6","1.2","56601","23352","0.0","0.6","-","**","0.0","0.6","-","**","0.0","0.6","-","**","1.1","1.0","51053","8544","1.5","1.0","(X)","(X)","89.2","1.8","39257","5514","4.8","1.6","21563","18442","33.1","2.7","63454","17900","37.0","2.1","47181","8002","25.1","2.2","27768","3007","3988","257","50072","5500","39.5","4.2","70313","14025","60.5","4.2","42708","7567","74.7","4.7","62899","8009","19.4","3.8","16744","3906","5.9","2.8","37381","23396","1563","232","20476","2785","55.3","8.1","(X)","(X)","44.7","7.8","(X)","(X)","10.6","6.8","(X)","(X)","44.7","8.1","(X)","(X)","35.5","8.1","(X)","(X)","9.1","6.1","(X)","(X)","24.9","(X)","(X)","(X)","26.5","(X)","(X)","(X)","20.5","(X)","(X)","(X)",
"0500000US22061","Lincoln Parish, Louisiana","17169","426","33467","2386","58.3","1.4","50425","4069","39.2","1.2","20715","1302","0.2","0.2","(X)","(X)","0.9","0.5","36250","15637","0.0","0.2","-","**","0.9","0.5","60659","12242","0.6","0.3","(X)","(X)","1.6","0.7","15995","5294","57.3","1.5","51571","4286","18.3","1.9","12795","3794","29.3","1.6","39611","5168","31.8","1.3","53646","3819","20.6","0.9","34880","4229","10110","396","53037","3866","45.9","2.4","41733","6290","54.1","2.4","57127","4982","63.3","3.3","(X)","(X)","27.3","3.0","(X)","(X)","9.4","2.5","(X)","(X)","7059","489","17209","2572","54.1","3.5","15719","1850","41.3","4.2","16028","2189","12.8","3.2","13824","6366","45.9","3.5","21193","3005","31.1","4.3","17003","4827","14.8","3.7","30356","10353","26.5","(X)","(X)","(X)","28.9","(X)","(X)","(X)","22.0","(X)","(X)","(X)",
"0500000US22063","Livingston Parish, Louisiana","47608","646","58251","2946","92.0","0.6","58708","3073","5.6","0.5","41776","11184","0.4","0.3","124076","99818","0.3","0.2","(X)","(X)","0.0","0.1","-","**","0.5","0.3","64065","8939","1.2","0.4","40462","35686","2.2","0.5","62868","24127","90.4","0.8","58840","3047","3.7","0.8","36228","13379","37.5","1.0","67476","4517","39.2","1.3","66816","3813","19.6","0.6","30206","1962","35015","826","67870","2990","47.0","1.7","68697","3999","53.0","1.7","66866","4413","73.7","2.3","80741","2951","17.9","1.9","27972","3417","8.4","1.3","58295","9540","12593","869","30172","3074","47.9","3.2","20086","3128","42.7","3.4","18745","2673","5.2","1.6","35417","9917","52.1","3.2","42750","6393","40.6","3.5","37218","5044","11.4","2.7","78891","15202","35.0","(X)","(X)","(X)","34.4","(X)","(X)","(X)","32.9","(X)","(X)","(X)",
"0500000US22065","Madison Parish, Louisiana","4060","189","23854","2595","36.6","2.7","40903","8368","61.6","3.1","16799","2727","0.8","1.0","-","**","0.2","0.4","-","**","0.0","0.8","-","**","0.6","0.9","-","**","0.2","0.3","-","**","1.1","0.9","(X)","(X)","36.1","2.6","39837","8666","5.5","1.5","11923","2372","32.9","2.4","16960","7042","37.6","2.1","33629","5585","24.0","2.2","23990","2197","2537","192","31810","5981","41.2","3.9","22429","6215","58.8","3.9","40229","4465","54.8","4.3","(X)","(X)","38.9","4.3","(X)","(X)","6.3","2.4","(X)","(X)","1523","190","13718","1668","53.3","6.7","(X)","(X)","48.6","6.0","(X)","(X)","4.7","3.8","(X)","(X)","46.7","6.7","(X)","(X)","42.8","5.8","(X)","(X)","3.9","3.0","(X)","(X)","38.3","(X)","(X)","(X)","45.3","(X)","(X)","(X)","25.5","(X)","(X)","(X)",
"0500000US22067","Morehouse Parish, Louisiana","10447","266","28003","3159","54.3","1.5","37849","5569","44.2","1.5","20261","2111","0.2","0.2","15938","8602","0.3","0.3","80595","54763","0.0","0.3","-","**","0.4","0.4","-","**","0.6","0.4","(X)","(X)","1.1","0.7","10733","3500","53.3","1.6","39244","5306","3.6","1.3","24663","7295","28.1","1.9","30843","4694","40.1","1.6","32683","3085","28.2","1.5","23669","2376","6578","356","37171","4274","37.6","3.2","29250","10344","62.4","3.2","41208","6721","66.8","3.5","50677","4702","28.3","3.3","18153","1783","4.9","1.7","21538","11458","3869","325","18277","2510","52.3","4.4","16235","2226","47.7","4.4","15892","2216","4.6","2.0","23042","8291","47.7","4.4","20890","3316","40.9","4.1","19063","3010","6.7","4.1","32301","31765","25.1","(X)","(X)","(X)","25.2","(X)","(X)","(X)","24.4","(X)","(X)","(X)",
"0500000US22069","Natchitoches Parish, Louisiana","14456","400","31345","1707","55.8","1.9","45440","4064","40.4","1.8","20172","1880","1.2","0.5","21250","21249","0.4","0.2","89167","65273","0.0","0.2","-","**","0.9","0.4","(X)","(X)","1.4","0.5","58464","12502","1.0","0.3","35893","16207","55.2","1.9","45594","4242","11.9","1.7","5733","2752","27.4","1.7","40251","3958","35.1","1.5","38923","3671","25.5","1.2","31035","2133","8889","406","44368","4040","42.1","3.0","38552","7053","57.9","3.0","49868","3848","65.8","3.0","(X)","(X)","27.4","2.8","(X)","(X)","6.8","2.3","(X)","(X)","5567","412","17797","2128","55.5","3.6","(X)","(X)","47.0","3.9","(X)","(X)","8.5","2.8","(X)","(X)","44.5","3.6","(X)","(X)","32.4","3.9","(X)","(X)","12.1","3.6","(X)","(X)","31.5","(X)","(X)","(X)","30.9","(X)","(X)","(X)","31.9","(X)","(X)","(X)",
"0500000US22071","Orleans Parish, Louisiana","153140","898","36792","654","39.2","0.4","62490","1404","55.6","0.4","25347","607","0.3","0.1","37875","9266","2.3","0.1","46592","5666","0.0","0.1","-","**","1.2","0.2","30754","6719","1.3","0.2","38333","9047","5.3","0.3","40232","3819","35.7","0.4","65465","1722","4.0","0.3","15720","1862","38.0","0.4","39497","1513","39.1","0.5","41946","1025","18.9","0.3","29968","1312","76586","913","49948","1173","42.0","0.7","38224","2569","58.0","0.7","57321","1717","53.5","0.9","82276","2258","37.4","0.9","23691","1207","9.1","0.7","38023","3535","76554","1046","26278","722","51.9","0.8","23124","886","44.9","0.9","20662","721","7.0","0.5","53419","4821","48.1","0.8","30569","1072","39.1","0.9","26097","1227","9.0","0.5","57875","3706","37.6","(X)","(X)","(X)","42.8","(X)","(X)","(X)","31.6","(X)","(X)","(X)",
"0500000US22073","Ouachita Parish, Louisiana","57690","770","37754","1680","64.2","0.8","50757","2045","33.5","0.8","22478","1419","0.4","0.1","21303","10142","0.8","0.2","61007","33116","0.0","0.1","-","**","0.4","0.2","54643","11108","0.6","0.2","33889","17037","1.6","0.3","47136","11391","63.1","0.8","50766","1964","5.2","0.5","20503","1971","33.8","0.7","40054","2333","38.2","0.7","45392","3728","22.8","0.6","31647","1281","37615","955","50538","1842","45.4","1.4","43821","4015","54.6","1.4","54439","3181","63.9","1.8","72976","2469","29.9","1.5","20973","1834","6.2","0.9","40798","2539","20075","868","22014","1179","60.1","2.0","19502","1766","54.6","2.0","18000","1705","5.5","1.1","33406","10413","39.9","2.0","26790","2652","33.5","2.1","24193","2939","6.4","1.2","36348","11311","26.8","(X)","(X)","(X)","27.7","(X)","(X)","(X)","23.9","(X)","(X)","(X)",
