Parish,Year,HomeValue,Bedrooms,CrimeRate,School,Income,MortgageRate
Avoyelles,2019,121920.87125335542,3.0,72.16666666666667,71.7,15163.0,3.935769230769231
Avoyelles,2020,131700.5605280724,3.0,35.25,71.7,15217.0,3.111698113207547
Avoyelles,2021,141262.4435711438,3.0,29.833333333333332,71.7,14446.0,2.957692307692308
Avoyelles,2022,157658.43339812037,3.0,27.083333333333332,78.5,14600.0,5.344038461538461
Avoyelles,2023,160099.23839643554,3.0,31.5,77.7,14540.0,6.806730769230769
Avoyelles,2024,162131.24093127638,3.0,21.833333333333332,79.1,14540.0,6.721153846153846
Beauregard,2014,136638.836759886,3.0,28.083333333333332,97.6,13095.0,4.168867924528302
Beauregard,2015,143732.4950222302,3.0,28.083333333333332,87.4,13152.0,3.8505769230769227
Beauregard,2016,147883.92112965588,3.0,12.5,89.0,13106.0,3.6540384615384616
Beauregard,2017,148760.32720889125,3.0,10.083333333333334,89.3,13327.0,3.9898076923076924
Beauregard,2018,151005.30200280208,3.0,14.833333333333334,83.8,13219.0,4.544615384615384
Beauregard,2019,157050.72445995847,3.0,21.666666666666668,82.8,13520.0,3.935769230769231
Beauregard,2020,167191.30832219654,3.0,23.666666666666668,82.8,13812.0,3.111698113207547
Beauregard,2021,173116.1408398221,3.0,33.083333333333336,82.8,13352.0,2.957692307692308
Beauregard,2022,188991.53418332085,3.0,27.666666666666668,79.7,13587.0,5.344038461538461
Beauregard,2023,193601.40332778555,3.0,21.333333333333332,83.2,13691.0,6.806730769230769
Beauregard,2024,203058.34181402854,3.0,10.5,82.9,13691.0,6.721153846153846
Bienville,2024,77147.63714143628,2.0,8.833333333333334,83.1,5656.5,6.721153846153846
Bienville,2014,84824.96755159898,3.0,17.416666666666664,88.0,5888.0,4.168867924528302
Bienville,2015,91766.68254185437,3.0,26.0,87.5,5814.0,3.8505769230769227
Bienville,2016,93205.24190893791,3.0,26.416666666666668,86.6,5738.0,3.6540384615384616
Bienville,2017,91086.4165183342,3.0,21.833333333333332,93.4,5840.0,3.9898076923076924
Bienville,2018,93016.69721181528,3.0,19.083333333333332,77.7,5892.0,4.544615384615384
Bienville,2019,95105.16064439667,3.0,23.333333333333332,79.1,5812.0,3.935769230769231
Bienville,2020,103497.58334312514,3.0,14.5,79.1,5855.0,3.111698113207547
Bienville,2021,113183.57659199259,3.0,17.75,79.1,5236.0,2.957692307692308
Bienville,2022,121728.74654671842,3.0,14.833333333333334,80.7,5375.0,5.344038461538461
Bienville,2023,115951.92664066322,3.0,12.5,81.1,5425.0,6.806730769230769
Bienville,2024,117197.99117241365,3.0,8.833333333333334,83.1,5656.5,6.721153846153846
Bienville,2024,182352.89671759005,4.0,8.833333333333334,83.1,5425.0,6.721153846153846
Bossier,2014,61909.17960132356,1.0,340.6666666666667,98.3,46285.0,4.168867924528302
Bossier,2015,61597.4964464673,1.0,340.6666666666667,97.2,47125.0,3.8505769230769227
Bossier,2016,62190.81616776123,1.0,385.5833333333333,91.7,47505.0,3.6540384615384616
Bossier,2017,62076.85059850203,1.0,384.1666666666667,101.1,48142.0,3.9898076923076924
Bossier,2018,66711.11473415823,1.0,365.5,82.8,48947.0,4.544615384615384
Bossier,2019,70409.07545085227,1.0,384.6666666666667,83.2,49377.0,3.935769230769231
Bossier,2020,75682.42104363222,1.0,395.9166666666667,83.2,49600.0,3.111698113207547
Bossier,2021,78448.14974686154,1.0,372.0,83.2,47849.0,2.957692307692308
Bossier,2022,85486.75840862501,1.0,355.1666666666667,86.4,48651.0,5.344038461538461
Bossier,2023,90129.03372168406,1.0,344.6666666666667,85.2,49661.0,6.806730769230769
Bossier,2024,95042.24618471156,1.0,292.9166666666667,85.2,47973.0,6.721153846153846
Bossier,2014,81898.45573434257,2.0,316.7916666666667,98.3,46285.0,4.168867924528302
Bossier,2015,80609.34941515462,2.0,340.6666666666667,97.2,47125.0,3.8505769230769227
Bossier,2016,79985.46039615163,2.0,385.5833333333333,91.7,47505.0,3.6540384615384616
Bossier,2017,78603.28917369958,2.0,384.1666666666667,101.1,48142.0,3.9898076923076924
Bossier,2018,79179.91238730526,2.0,365.5,82.8,48947.0,4.544615384615384
Bossier,2019,80818.62398722417,2.0,384.6666666666667,83.2,49377.0,3.935769230769231
Bossier,2020,83273.57321599867,2.0,395.9166666666667,83.2,49600.0,3.111698113207547
Bossier,2021,86718.53797359981,2.0,372.0,83.2,47849.0,2.957692307692308
Bossier,2022,93705.93207579102,2.0,355.1666666666667,86.4,48651.0,5.344038461538461
Bossier,2023,99490.607771494,2.0,344.6666666666667,85.2,49661.0,6.806730769230769
Bossier,2024,105075.32546202833,2.0,292.9166666666667,85.2,47973.0,6.721153846153846
Bossier,2014,153334.28934997044,3.0,316.7916666666667,98.3,46285.0,4.168867924528302
Bossier,2015,155123.8257015321,3.0,340.6666666666667,97.2,47125.0,3.8505769230769227
Bossier,2016,157623.17889508745,3.0,385.5833333333333,91.7,47505.0,3.6540384615384616
Bossier,2017,158793.23702283285,3.0,384.1666666666667,101.1,48142.0,3.9898076923076924
Bossier,2018,159545.8649268619,3.0,365.5,82.8,48947.0,4.544615384615384
Bossier,2019,162219.60879126037,3.0,384.6666666666667,83.2,49377.0,3.935769230769231
Bossier,2020,166955.85736796755,3.0,395.9166666666667,83.2,49600.0,3.111698113207547
Bossier,2021,178173.78403019215,3.0,372.0,83.2,47849.0,2.957692307692308
Bossier,2022,197145.0396917444,3.0,355.1666666666667,86.4,48651.0,5.344038461538461
Bossier,2023,207527.42734533394,3.0,344.6666666666667,85.2,49661.0,6.806730769230769
Bossier,2024,213907.94833026605,3.0,292.9166666666667,85.2,47973.0,6.721153846153846
Bossier,2014,249944.93455992927,4.0,316.7916666666667,98.3,46285.0,4.168867924528302
Bossier,2015,252820.07333330347,4.0,340.6666666666667,97.2,47125.0,3.8505769230769227
Bossier,2016,255435.010809491,4.0,385.5833333333333,91.7,47505.0,3.6540384615384616
Bossier,2017,258328.41731286305,4.0,384.1666666666667,101.1,48142.0,3.9898076923076924
Bossier,2018,259397.32923473118,4.0,365.5,82.8,48947.0,4.544615384615384
Bossier,2019,261931.6473783499,4.0,384.6666666666667,83.2,49377.0,3.935769230769231
Bossier,2020,268047.2173981553,4.0,395.9166666666667,83.2,49600.0,3.111698113207547
Bossier,2021,289481.2693569444,4.0,372.0,83.2,47849.0,2.957692307692308
Bossier,2022,323582.6215109423,4.0,355.1666666666667,86.4,48651.0,5.344038461538461
Bossier,2023,331901.93808056,4.0,344.6666666666667,85.2,49661.0,6.806730769230769
Bossier,2024,337946.9688201354,4.0,292.9166666666667,85.2,47973.0,6.721153846153846
Bossier,2014,373021.3280442348,5.0,316.7916666666667,98.3,46285.0,4.168867924528302
Bossier,2015,376545.394281517,5.0,340.6666666666667,97.2,47125.0,3.8505769230769227
Bossier,2016,377315.69763772,5.0,385.5833333333333,91.7,47505.0,3.6540384615384616
Bossier,2017,382175.03853088873,5.0,384.1666666666667,101.1,48142.0,3.9898076923076924
Bossier,2018,384676.6201230716,5.0,365.5,82.8,48947.0,4.544615384615384
Bossier,2019,389849.48109630845,5.0,384.6666666666667,83.2,49377.0,3.935769230769231
Bossier,2020,399476.53147202433,5.0,395.9166666666667,83.2,49600.0,3.111698113207547
Bossier,2021,436661.6826368736,5.0,372.0,83.2,47849.0,2.957692307692308
Bossier,2022,492228.29324519914,5.0,355.1666666666667,86.4,48651.0,5.344038461538461
Bossier,2023,509308.37869594776,5.0,344.6666666666667,85.2,49661.0,6.806730769230769
Bossier,2024,513753.0227117155,5.0,292.9166666666667,85.2,49661.0,6.721153846153846
Caddo,2014,42437.95976138361,1.0,1077.1666666666667,79.4,98427.0,4.168867924528302
Caddo,2015,44757.63441263079,1.0,1077.1666666666667,79.5,97991.0,3.8505769230769227
Caddo,2016,46354.1413173892,1.0,1135.1666666666667,74.4,97497.0,3.6540384615384616
Caddo,2017,44731.02064497856,1.0,1149.5,78.2,97283.0,3.9898076923076924
Caddo,2018,44436.93870516544,1.0,1031.3333333333333,67.2,96360.0,4.544615384615384
Caddo,2019,45493.82954772827,1.0,930.9166666666666,71.7,95864.0,3.935769230769231
Caddo,2020,49291.246870675815,1.0,958.4166666666666,71.7,96043.0,3.111698113207547
Caddo,2021,49792.103695786784,1.0,817.25,71.7,94311.0,2.957692307692308
Caddo,2022,52090.73158520333,1.0,753.8333333333334,71.3,94475.0,5.344038461538461
Caddo,2023,52258.56026436123,1.0,695.0,73.6,94917.0,6.806730769230769
Caddo,2024,54316.56642420529,1.0,828.0,75.7,96672.0,6.721153846153846
Caddo,2014,62912.82023137705,2.0,952.5833333333334,79.4,98427.0,4.168867924528302
Caddo,2015,60773.1524342832,2.0,1077.1666666666667,79.5,97991.0,3.8505769230769227
Caddo,2016,60507.81055114036,2.0,1135.1666666666667,74.4,97497.0,3.6540384615384616
Caddo,2017,55358.551958631164,2.0,1149.5,78.2,97283.0,3.9898076923076924
Caddo,2018,52907.97972045215,2.0,1031.3333333333333,67.2,96360.0,4.544615384615384
Caddo,2019,53776.49990864122,2.0,930.9166666666666,71.7,95864.0,3.935769230769231
Caddo,2020,58827.103505921405,2.0,958.4166666666666,71.7,96043.0,3.111698113207547
Caddo,2021,58891.43521592445,2.0,817.25,71.7,94311.0,2.957692307692308
Caddo,2022,57652.61639100595,2.0,753.8333333333334,71.3,94475.0,5.344038461538461
Caddo,2023,53136.05694187777,2.0,695.0,73.6,94917.0,6.806730769230769
Caddo,2024,52672.63140833511,2.0,828.0,75.7,96672.0,6.721153846153846
Caddo,2014,114531.126013092,3.0,952.5833333333334,79.4,98427.0,4.168867924528302
Caddo,2015,114455.95429327637,3.0,1077.1666666666667,79.5,97991.0,3.8505769230769227
Caddo,2016,116122.32141982409,3.0,1135.1666666666667,74.4,97497.0,3.6540384615384616
Caddo,2017,114772.35204210161,3.0,1149.5,78.2,97283.0,3.9898076923076924
Caddo,2018,115239.0969600994,3.0,1031.3333333333333,67.2,96360.0,4.544615384615384
Caddo,2019,121140.6523486839,3.0,930.9166666666666,71.7,95864.0,3.935769230769231
Caddo,2020,128265.86093668042,3.0,958.4166666666666,71.7,96043.0,3.111698113207547
Caddo,2021,132491.24693256835,3.0,817.25,71.7,94311.0,2.957692307692308
Caddo,2022,139647.27353090903,3.0,753.8333333333334,71.3,94475.0,5.344038461538461
Caddo,2023,138445.7346097303,3.0,695.0,73.6,94917.0,6.806730769230769
Caddo,2024,144037.95972998152,3.0,828.0,75.7,96672.0,6.721153846153846
Caddo,2014,219069.19152376463,4.0,952.5833333333334,79.4,98427.0,4.168867924528302
Caddo,2015,220099.62816092625,4.0,1077.1666666666667,79.5,97991.0,3.8505769230769227
Caddo,2016,222380.525528242,4.0,1135.1666666666667,74.4,97497.0,3.6540384615384616
Caddo,2017,222998.03199564441,4.0,1149.5,78.2,97283.0,3.9898076923076924
Caddo,2018,223315.5689786797,4.0,1031.3333333333333,67.2,96360.0,4.544615384615384
Caddo,2019,227695.73724664646,4.0,930.9166666666666,71.7,95864.0,3.935769230769231
Caddo,2020,235060.84482641934,4.0,958.4166666666666,71.7,96043.0,3.111698113207547
Caddo,2021,249359.08436726252,4.0,817.25,71.7,94311.0,2.957692307692308
Caddo,2022,266981.8909794968,4.0,753.8333333333334,71.3,94475.0,5.344038461538461
Caddo,2023,267479.21653404745,4.0,695.0,73.6,94917.0,6.806730769230769
Caddo,2024,273266.0544943718,4.0,828.0,75.7,96672.0,6.721153846153846
Caddo,2014,311761.5560156351,5.0,952.5833333333334,79.4,98427.0,4.168867924528302
Caddo,2015,317262.6884589721,5.0,1077.1666666666667,79.5,97991.0,3.8505769230769227
Caddo,2016,322257.46723307716,5.0,1135.1666666666667,74.4,97497.0,3.6540384615384616
Caddo,2017,327704.54231050797,5.0,1149.5,78.2,97283.0,3.9898076923076924
Caddo,2018,331325.7655909039,5.0,1031.3333333333333,67.2,96360.0,4.544615384615384
Caddo,2019,334227.46922518633,5.0,930.9166666666666,71.7,95864.0,3.935769230769231
Caddo,2020,341298.9289570354,5.0,958.4166666666666,71.7,96043.0,3.111698113207547
Caddo,2021,363066.6958217059,5.0,817.25,71.7,94311.0,2.957692307692308
Caddo,2022,394295.00546962646,5.0,753.8333333333334,71.3,94475.0,5.344038461538461
Caddo,2023,399210.0933943196,5.0,695.0,73.6,94917.0,6.806730769230769
Caddo,2024,407321.633264255,5.0,828.0,75.7,94917.0,6.721153846153846
Calcasieu,2016,88647.79314714247,2.0,834.3333333333334,86.4,76270.0,3.6540384615384616
Calcasieu,2017,94488.03489910114,2.0,861.5833333333334,84.8,77130.0,3.9898076923076924
Calcasieu,2018,99999.93937572376,2.0,901.6666666666666,79.5,77295.0,4.544615384615384
Calcasieu,2019,107314.96881569801,2.0,879.6666666666666,81.7,77780.0,3.935769230769231
Calcasieu,2020,110929.66383804283,2.0,801.9166666666666,80.75,78427.0,3.111698113207547
Calcasieu,2021,113347.45456553252,2.0,743.4166666666666,79.8,76829.0,2.957692307692308
Calcasieu,2022,117457.85901673842,2.0,746.4166666666666,82.8,76853.0,5.344038461538461
Calcasieu,2023,114619.87884273625,2.0,660.4166666666666,86.1,76995.0,6.806730769230769
Calcasieu,2024,110533.11319985172,2.0,560.5,87.5,75876.0,6.721153846153846
Calcasieu,2014,150152.06542263174,3.0,690.5,94.2,74757.0,4.168867924528302
Calcasieu,2015,156084.8179976042,3.0,820.5,82.5,75325.0,3.8505769230769227
Calcasieu,2016,166365.33793659272,3.0,834.3333333333334,86.4,76270.0,3.6540384615384616
Calcasieu,2017,175641.06963560943,3.0,861.5833333333334,84.8,77130.0,3.9898076923076924
Calcasieu,2018,182767.88965387983,3.0,901.6666666666666,79.5,77295.0,4.544615384615384
Calcasieu,2019,184141.87467577468,3.0,879.6666666666666,81.7,77780.0,3.935769230769231
Calcasieu,2020,187231.71848271033,3.0,801.9166666666666,80.75,78427.0,3.111698113207547
Calcasieu,2021,196811.26063381703,3.0,743.4166666666666,79.8,76829.0,2.957692307692308
Calcasieu,2022,210622.199007113,3.0,746.4166666666666,82.8,76853.0,5.344038461538461
Calcasieu,2023,207031.22821879352,3.0,660.4166666666666,86.1,76995.0,6.806730769230769
Calcasieu,2024,200757.21985674996,3.0,560.5,87.5,75876.0,6.721153846153846
Calcasieu,2016,232939.02142567522,4.0,834.3333333333334,86.4,76270.0,3.6540384615384616
Calcasieu,2017,243490.5259432379,4.0,861.5833333333334,84.8,77130.0,3.9898076923076924
Calcasieu,2018,251076.32473977175,4.0,901.6666666666666,79.5,77295.0,4.544615384615384
Calcasieu,2019,246656.7207827502,4.0,879.6666666666666,81.7,77780.0,3.935769230769231
Calcasieu,2020,248916.60308867038,4.0,801.9166666666666,80.75,78427.0,3.111698113207547
Calcasieu,2021,262141.6131119545,4.0,743.4166666666666,79.8,76829.0,2.957692307692308
Calcasieu,2022,280968.126553737,4.0,746.4166666666666,82.8,76853.0,5.344038461538461
Calcasieu,2023,272981.43136147555,4.0,660.4166666666666,86.1,76995.0,6.806730769230769
Calcasieu,2024,267871.74483761407,4.0,560.5,87.5,76995.0,6.721153846153846
Caldwell,2015,123588.38793101149,3.0,21.916666666666668,90.8,3838.0,3.8505769230769227
Caldwell,2016,123335.55713444653,3.0,22.416666666666668,90.9,3635.0,3.6540384615384616
Caldwell,2017,126676.18408258022,3.0,20.833333333333332,95.7,3680.0,3.9898076923076924
Caldwell,2018,127670.18231458061,3.0,24.0,75.4,3667.0,4.544615384615384
Caldwell,2019,130725.14092601935,3.0,20.416666666666668,79.8,3665.0,3.935769230769231
Caldwell,2020,140089.73991749922,3.0,20.416666666666668,77.4,3899.0,3.111698113207547
Caldwell,2021,155947.9573290175,3.0,13.166666666666666,75.0,3468.0,2.957692307692308
Caldwell,2022,175437.41107054753,3.0,14.583333333333334,79.8,3521.0,5.344038461538461
Caldwell,2023,176235.89091024964,3.0,12.583333333333334,80.0,3686.0,6.806730769230769
Caldwell,2024,170533.1637144936,3.0,9.916666666666666,78.6,3686.0,6.721153846153846
Cameron,2022,121020.79236916598,1.0,11868.833333333334,94.7,2166.0,5.344038461538461
Cameron,2023,118751.41817961693,1.0,11359.666666666666,93.6,2034.0,6.806730769230769
Cameron,2024,124145.60716222074,1.0,8303.833333333334,94.5,2305.5,6.721153846153846
Cameron,2019,199668.81294880045,2.0,13939.583333333334,90.5,2734.0,3.935769230769231
Cameron,2020,212831.05781332825,2.0,12844.333333333334,80.55,2902.0,3.111698113207547
Cameron,2021,217310.92323506222,2.0,11259.416666666666,70.6,2216.0,2.957692307692308
Cameron,2022,206054.16759720873,2.0,11868.833333333334,94.7,2166.0,5.344038461538461
Cameron,2023,204394.0822272453,2.0,11359.666666666666,93.6,2034.0,6.806730769230769
Cameron,2024,207233.48283996235,2.0,8303.833333333334,94.5,2305.5,6.721153846153846
Cameron,2014,212640.06934797915,3.0,11656.666666666668,95.8,2577.0,4.168867924528302
Cameron,2015,224941.46796671467,3.0,15009.5,89.1,2608.0,3.8505769230769227
Cameron,2016,230062.0403252165,3.0,14875.833333333334,100.6,2653.0,3.6540384615384616
Cameron,2017,241758.2986246325,3.0,14912.75,102.9,2686.0,3.9898076923076924
Cameron,2018,253369.25134276587,3.0,14304.833333333334,85.9,2718.0,4.544615384615384
Cameron,2019,267008.09665585804,3.0,13939.583333333334,90.5,2734.0,3.935769230769231
Cameron,2020,280987.81150317454,3.0,12844.333333333334,80.55,2902.0,3.111698113207547
Cameron,2021,287929.76053978683,3.0,11259.416666666666,70.6,2216.0,2.957692307692308
Cameron,2022,284129.4976935593,3.0,11868.833333333334,94.7,2166.0,5.344038461538461
Cameron,2023,284721.2907859807,3.0,11359.666666666666,93.6,2034.0,6.806730769230769
Cameron,2024,283948.58414628915,3.0,8303.833333333334,94.5,2305.5,6.721153846153846
Cameron,2019,302846.5193791506,4.0,13939.583333333334,90.5,2734.0,3.935769230769231
Cameron,2020,312082.0116573112,4.0,12844.333333333334,80.55,2902.0,3.111698113207547
Cameron,2021,327011.1243753746,4.0,11259.416666666666,70.6,2216.0,2.957692307692308
Cameron,2022,335173.7501956913,4.0,11868.833333333334,94.7,2166.0,5.344038461538461
Cameron,2023,331427.7754435847,4.0,11359.666666666666,93.6,2034.0,6.806730769230769
Cameron,2024,332661.15582575224,4.0,8303.833333333334,94.5,2034.0,6.721153846153846
Claiborne,2014,119052.54962175847,3.0,18.727272727272727,60.6,5677.0,4.168867924528302
Claiborne,2015,133943.67948746655,3.0,18.727272727272727,74.3,5852.0,3.8505769230769227
Claiborne,2016,140606.59045280915,3.0,8.0,67.1,5828.0,3.6540384615384616
Claiborne,2017,136647.4080783616,3.0,10.166666666666666,78.1,5980.0,3.9898076923076924
Claiborne,2018,139000.39468838763,3.0,9.333333333333334,66.3,5891.0,4.544615384615384
Claiborne,2019,139551.88629464642,3.0,6.5,70.6,5917.0,3.935769230769231
Claiborne,2020,151618.72738703285,3.0,7.4,79.44999999999999,5808.0,3.111698113207547
Claiborne,2021,157719.67001160874,3.0,7.0,88.3,5042.0,2.957692307692308
Claiborne,2022,168948.7197464524,3.0,7.75,70.0,5060.0,5.344038461538461
Claiborne,2023,168395.98512438592,3.0,7.5,70.8,5019.0,6.806730769230769
Claiborne,2024,163512.37358362557,3.0,7.25,69.9,5019.0,6.721153846153846
East Baton Rouge,2014,77617.98808251854,1.0,1805.0833333333333,81.3,168534.0,4.168867924528302
East Baton Rouge,2015,79054.11431299329,1.0,1805.0833333333333,79.8,169120.0,3.8505769230769227
East Baton Rouge,2016,81886.96036117902,1.0,1780.8333333333333,73.5,168561.0,3.6540384615384616
East Baton Rouge,2017,81383.24646406363,1.0,2130.25,73.5,167188.0,3.9898076923076924
East Baton Rouge,2018,84766.3705350962,1.0,1925.8333333333333,65.4,165939.0,4.544615384615384
East Baton Rouge,2019,82601.59195503088,1.0,1879.4166666666667,69.1,164346.0,3.935769230769231
East Baton Rouge,2020,84105.0547888856,1.0,1673.6666666666667,69.85,164641.0,3.111698113207547
East Baton Rouge,2021,86322.68806931423,1.0,1616.0,70.6,171349.0,2.957692307692308
East Baton Rouge,2022,91695.16479725378,1.0,1900.5,66.5,173792.0,5.344038461538461
East Baton Rouge,2023,98465.16295212768,1.0,1767.0833333333333,69.1,175408.0,6.806730769230769
East Baton Rouge,2024,96885.77598342088,1.0,934.75,70.1,171971.0,6.721153846153846
East Baton Rouge,2014,108255.7416035944,2.0,1369.9166666666665,81.3,168534.0,4.168867924528302
East Baton Rouge,2015,110773.99946358417,2.0,1805.0833333333333,79.8,169120.0,3.8505769230769227
East Baton Rouge,2016,114501.65877346999,2.0,1780.8333333333333,73.5,168561.0,3.6540384615384616
East Baton Rouge,2017,116555.05645369795,2.0,2130.25,73.5,167188.0,3.9898076923076924
East Baton Rouge,2018,122817.91189613576,2.0,1925.8333333333333,65.4,165939.0,4.544615384615384
East Baton Rouge,2019,121810.11193140161,2.0,1879.4166666666667,69.1,164346.0,3.935769230769231
East Baton Rouge,2020,124522.37541522417,2.0,1673.6666666666667,69.85,164641.0,3.111698113207547
East Baton Rouge,2021,128428.17796437412,2.0,1616.0,70.6,171349.0,2.957692307692308
East Baton Rouge,2022,139405.90220941106,2.0,1900.5,66.5,173792.0,5.344038461538461
East Baton Rouge,2023,148245.13060327026,2.0,1767.0833333333333,69.1,175408.0,6.806730769230769
East Baton Rouge,2024,146019.15346976568,2.0,934.75,70.1,171971.0,6.721153846153846
East Baton Rouge,2014,160324.87613330266,3.0,1369.9166666666665,81.3,168534.0,4.168867924528302
